,participant,start_time,end_time,duration,robot_side,robot_type,robot_fv,robot_submit
19,6.0,21216.0,21247.0,31.0,SELL,MARKET_MAKER,525.0,0.0
20,6.0,21257.0,21281.0,24.0,SELL,MARKET_MAKER,550.0,0.0
21,6.0,21479.0,21483.0,4.0,SELL,MARKET_MAKER,550.0,1.0
22,6.0,21489.0,21495.0,6.0,SELL,MARKET_MAKER,550.0,0.0
23,6.0,21507.0,21516.0,9.0,SELL,MARKET_MAKER,550.0,0.0
24,6.0,21532.0,21749.0,217.0,SELL,MARKET_MAKER,550.0,0.0
25,6.0,21847.0,21979.0,132.0,SELL,MARKET_MAKER,400.0,1.0
26,6.0,21984.0,21986.0,2.0,SELL,MARKET_MAKER,400.0,0.0
27,6.0,21990.0,21994.0,4.0,SELL,MARKET_MAKER,425.0,0.0
28,6.0,22010.0,22035.0,25.0,SELL,MARKET_MAKER,450.0,0.0
29,6.0,22161.0,22194.0,33.0,SELL,MARKET_MAKER,600.0,4.0
30,6.0,22219.0,22222.0,3.0,SELL,MARKET_MAKER,500.0,1.0
31,6.0,22299.0,22364.0,65.0,SELL,MARKET_MAKER,425.0,0.0
32,6.0,22457.0,22464.0,7.0,SELL,MARKET_MAKER,425.0,1.0
33,6.0,22475.0,22529.0,54.0,SELL,MARKET_MAKER,425.0,3.0
34,6.0,22576.0,22598.0,22.0,SELL,MARKET_MAKER,425.0,1.0
35,6.0,22609.0,22614.0,5.0,SELL,MARKET_MAKER,425.0,1.0
36,6.0,22624.0,22628.0,4.0,SELL,MARKET_MAKER,425.0,0.0
37,6.0,22788.0,22939.0,151.0,SELL,MARKET_MAKER,375.0,1.0
38,6.0,22940.0,22975.0,35.0,SELL,MARKET_MAKER,225.0,0.0
39,6.0,23108.0,23113.0,5.0,SELL,MARKET_MAKER,225.0,1.0
40,6.0,23122.0,23235.0,113.0,SELL,MARKET_MAKER,200.0,1.0
41,6.0,23349.0,23357.0,8.0,SELL,MARKET_MAKER,200.0,2.0
42,6.0,23361.0,23365.0,4.0,SELL,MARKET_MAKER,200.0,0.0
43,6.0,23369.0,23377.0,8.0,SELL,MARKET_MAKER,200.0,1.0
44,6.0,23380.0,23382.0,2.0,SELL,MARKET_MAKER,250.0,0.0
45,6.0,23392.0,23420.0,28.0,SELL,MARKET_MAKER,200.0,1.0
46,6.0,23422.0,23489.0,67.0,SELL,MARKET_MAKER,200.0,0.0
47,6.0,23604.0,23610.0,6.0,SELL,MARKET_MAKER,200.0,1.0
48,6.0,23615.0,23646.0,31.0,SELL,MARKET_MAKER,475.0,1.0
49,6.0,23671.0,23679.0,8.0,SELL,MARKET_MAKER,250.0,0.0
50,6.0,23681.0,23737.0,56.0,SELL,MARKET_MAKER,200.0,0.0
51,6.0,23946.0,23953.0,7.0,SELL,MARKET_MAKER,200.0,1.0
52,6.0,24136.0,24234.0,98.0,BUY,REACTIVE,25.0,3.0
53,6.0,24236.0,24240.0,4.0,BUY,REACTIVE,25.0,0.0
54,6.0,24247.0,24258.0,11.0,BUY,REACTIVE,25.0,0.0
0,7.0,19126.0,19198.0,72.0,SELL,MARKET_MAKER,525.0,1.0
1,7.0,19207.0,19293.0,86.0,BUY,REACTIVE,300.0,0.0
2,7.0,19306.0,19460.0,154.0,"BUY,SELL",MARKET_MAKER,400.0,1.0
3,7.0,19758.0,19795.0,37.0,BUY,REACTIVE,300.0,9.0
4,7.0,19868.0,19933.0,65.0,BUY,REACTIVE,400.0,0.0
5,7.0,19952.0,20151.0,199.0,BUY,REACTIVE,500.0,0.0
6,7.0,20225.0,20370.0,145.0,"BUY,SELL",MARKET_MAKER,425.0,0.0
7,7.0,20396.0,20464.0,68.0,BUY,MARKET_MAKER,475.0,10.0
8,7.0,20482.0,20551.0,69.0,"BUY,SELL",REACTIVE,425.0,0.0
9,7.0,20715.0,20733.0,18.0,SELL,MARKET_MAKER,650.0,4.0
10,7.0,20762.0,20882.0,120.0,SELL,REACTIVE,525.0,1.0
11,7.0,21051.0,21154.0,103.0,SELL,MARKET_MAKER,400.0,0.0
12,7.0,21157.0,21190.0,33.0,SELL,MARKET_MAKER,500.0,7.0
13,7.0,21198.0,21293.0,95.0,BUY,MARKET_MAKER,500.0,5.0
14,7.0,21481.0,21584.0,103.0,SELL,MARKET_MAKER,600.0,5.0
15,7.0,21640.0,21687.0,47.0,"BUY,SELL",MARKET_MAKER,475.0,0.0
16,7.0,21698.0,21724.0,26.0,SELL,MARKET_MAKER,400.0,1.0
17,7.0,21883.0,21930.0,47.0,BUY,REACTIVE,375.0,9.0
18,7.0,21960.0,22015.0,55.0,BUY,REACTIVE,425.0,0.0
19,7.0,22017.0,22177.0,160.0,BUY,MARKET_MAKER,475.0,0.0
20,7.0,22180.0,22249.0,69.0,SELL,REACTIVE,475.0,13.0
21,7.0,22318.0,22345.0,27.0,"BUY,SELL",MARKET_MAKER,400.0,0.0
22,7.0,22349.0,22461.0,112.0,SELL,MARKET_MAKER,500.0,2.0
23,7.0,22463.0,22693.0,230.0,SELL,MARKET_MAKER,575.0,2.0
24,7.0,22788.0,22854.0,66.0,SELL,REACTIVE,525.0,1.0
25,7.0,22858.0,22872.0,14.0,SELL,REACTIVE,425.0,0.0
26,7.0,22874.0,22971.0,97.0,SELL,REACTIVE,475.0,0.0
27,7.0,23150.0,23234.0,84.0,SELL,MARKET_MAKER,375.0,0.0
28,7.0,23449.0,23489.0,40.0,"BUY,SELL",MARKET_MAKER,400.0,2.0
29,7.0,24168.0,24188.0,20.0,"BUY,SELL",MARKET_MAKER,400.0,7.0
