,time,bid_ask,round
219,22253,40,903
220,22286,35,903
221,22318,40,903
222,22346,5,903
223,22472,10,904
224,22539,85,904
225,22510,115,904
226,22510,115,904
227,22513,15,904
228,22515,15,904
229,22515,15,904
230,22528,10,904
231,22533,15,904
232,22534,90,904
233,22595,30,904
234,22599,10,904
235,22612,95,904
236,22612,95,904
237,22612,95,904
238,22612,95,904
239,22817,25,905
240,22884,295,905
241,22886,300,905
242,23141,10,906
243,23153,10,906
244,23161,-1,906
245,23175,5,906
246,23177,5,906
247,23179,30,906
248,23207,10,906
249,23221,-1,906
250,23228,-1,906
251,23352,-1,907
252,23365,285,907
253,23367,-1,907
254,23370,-1,907
255,23379,-1,907
256,23384,-1,907
257,23386,-1,907
258,23388,-1,907
259,23390,-1,907
260,23394,-1,907
261,23396,-1,907
262,23398,-1,907
263,23401,-1,907
264,23406,-1,907
265,23412,-1,907
266,23417,-1,907
267,23456,-1,907
268,23462,5,907
269,23475,10,907
270,23478,15,907
271,23619,-1,908
272,23624,-1,908
273,23626,-1,908
274,23629,-1,908
275,23632,-1,908
276,23635,-1,908
277,23635,-1,908
278,23636,-1,908
279,23636,-1,908
280,23637,-1,908
281,23637,-1,908
282,23638,-1,908
283,23679,-1,908
284,23640,-1,908
285,23640,-1,908
286,23641,-1,908
287,23642,-1,908
288,23642,-1,908
289,23643,-1,908
290,23643,-1,908
291,23643,-1,908
292,23644,-1,908
293,23644,-1,908
294,23651,495,908
295,23653,495,908
296,23656,495,908
297,23659,-1,908
298,23661,-1,908
299,23663,-1,908
300,23665,495,908
301,23668,25,908
302,23670,5,908
303,23674,5,908
304,23675,-1,908
305,23678,-1,908
306,23680,-1,908
307,23685,5,908
308,23692,-1,908
309,23697,-1,908
310,23701,-1,908
311,23706,-1,908
312,23710,-1,908
313,23719,35,908
314,23722,35,908
315,23724,210,908
316,23727,210,908
317,23728,245,908
318,23880,340,909
319,23884,10,909
320,23888,10,909
321,23897,340,909
322,23910,10,909
323,23923,5,909
324,23933,5,909
325,23937,5,909
326,23942,5,909
327,23967,10,909
328,23971,-1,909
329,23974,-1,909
330,23979,-1,909
331,23983,-1,909
332,24153,75,910
333,24154,95,910
334,24155,95,910
335,24158,5,910
336,24159,150,910
337,24160,150,910
338,24162,-1,910
339,24165,-1,910
340,24168,150,910
341,24171,150,910
342,24171,150,910
343,24175,10,910
344,24177,10,910
345,24182,10,910
346,24185,10,910
347,24187,10,910
348,24194,210,910
349,24218,-1,910
350,24230,320,910
351,24233,15,910
352,24235,15,910
353,24237,320,910
