Order_ID,Participant,Type,Period_IF_Robot
699639,0,ROBOT,0
699641,0,ROBOT,0
699644,0,ROBOT,0
699647,0,ROBOT,0
699657,0,Manual,-1
699658,0,Manual,-1
699659,0,Manual,-1
699670,0,ROBOT,0
699672,0,ROBOT,0
699675,0,ROBOT,0
699677,0,ROBOT,0
699685,0,Manual,-1
699749,0,Manual,-1
699751,0,Manual,-1
699848,0,Manual,-1
699851,0,Manual,-1
699870,0,ROBOT,0
699924,0,Manual,-1
699937,0,Manual,-1
699938,0,Manual,-1
699980,0,Manual,-1
699985,0,ROBOT,0
699986,0,Manual,-1
699989,0,Manual,-1
699990,0,Manual,-1
699993,0,Manual,-1
700001,0,Manual,-1
700028,0,Manual,-1
700036,0,Manual,-1
700121,0,ROBOT,1
700129,0,ROBOT,1
700135,0,ROBOT,1
700140,0,ROBOT,1
700146,0,ROBOT,1
700153,0,ROBOT,1
700162,0,ROBOT,1
700230,0,Manual,-1
700235,0,Manual,-1
700238,0,Manual,-1
700304,0,ROBOT,1
700358,0,Manual,-1
700361,0,Manual,-1
700428,0,ROBOT,1
700434,0,Manual,-1
700437,0,ROBOT,1
700442,0,ROBOT,1
700451,0,ROBOT,1
700464,0,ROBOT,1
700497,0,ROBOT,1
700506,0,Manual,-1
700510,0,Manual,-1
700522,0,ROBOT,2
700533,0,ROBOT,2
700675,0,Manual,-1
700681,0,Manual,-1
700684,0,Manual,-1
700687,0,Manual,-1
700690,0,Manual,-1
700767,0,ROBOT,2
700775,0,ROBOT,2
700779,0,ROBOT,2
700784,0,ROBOT,2
700786,0,ROBOT,2
700800,0,ROBOT,2
700804,0,ROBOT,2
700824,0,ROBOT,2
700830,0,ROBOT,2
700838,0,ROBOT,2
700849,0,Manual,-1
700850,0,Manual,-1
700854,0,ROBOT,3
700865,0,ROBOT,3
700875,0,ROBOT,3
700886,0,Manual,-1
700887,0,Manual,-1
700888,0,Manual,-1
700889,0,Manual,-1
700890,0,Manual,-1
700955,0,ROBOT,3
701019,0,ROBOT,3
701048,0,ROBOT,3
701092,0,Manual,-1
701095,0,Manual,-1
701131,0,ROBOT,3
701140,0,ROBOT,4
701178,0,ROBOT,4
701183,0,ROBOT,4
701223,0,ROBOT,4
701224,0,ROBOT,4
701232,0,ROBOT,4
701262,0,ROBOT,4
701268,0,ROBOT,4
701270,0,ROBOT,4
701374,0,Manual,-1
701378,0,Manual,-1
701500,0,ROBOT,5
701516,0,Manual,-1
701529,0,Manual,-1
701538,0,Manual,-1
701575,0,Manual,-1
701735,0,Manual,-1
701766,0,Manual,-1
701768,0,Manual,-1
701769,0,Manual,-1
701770,0,Manual,-1
701851,0,ROBOT,6
701854,0,ROBOT,6
701857,0,ROBOT,6
701905,0,Manual,-1
701910,0,Manual,-1
701912,0,Manual,-1
701914,0,Manual,-1
701915,0,Manual,-1
701917,0,Manual,-1
701919,0,Manual,-1
701920,0,Manual,-1
701921,0,Manual,-1
701931,0,Manual,-1
701937,0,Manual,-1
702030,0,Manual,-1
702060,0,Manual,-1
702113,0,Manual,-1
702116,0,Manual,-1
702123,0,Manual,-1
702125,0,Manual,-1
702131,0,Manual,-1
702132,0,Manual,-1
702168,0,Manual,-1
702229,0,Manual,-1
702233,0,Manual,-1
702238,0,Manual,-1
702251,0,Manual,-1
702281,0,Manual,-1
702286,0,Manual,-1
702306,0,Manual,-1
702308,0,Manual,-1
702309,0,Manual,-1
702312,0,Manual,-1
702315,0,Manual,-1
702323,0,ROBOT,9
702325,0,Manual,-1
702329,0,Manual,-1
702332,0,Manual,-1
702333,0,Manual,-1
702339,0,ROBOT,9
702367,0,Manual,-1
702397,0,Manual,-1
702439,0,Manual,-1
702473,0,Manual,-1
702519,0,Manual,-1
702526,0,Manual,-1
702530,0,Manual,-1
702539,0,Manual,-1
702541,0,Manual,-1
702576,0,Manual,-1
702577,0,Manual,-1
702587,0,Manual,-1
702591,0,Manual,-1
702593,0,Manual,-1
702607,0,Manual,-1
702610,0,Manual,-1
702649,0,Manual,-1
702655,0,Manual,-1
702656,0,Manual,-1
702657,0,Manual,-1
702664,0,Manual,-1
702712,0,Manual,-1
702745,0,Manual,-1
702750,0,Manual,-1
702771,0,Manual,-1
702772,0,Manual,-1
702824,0,Manual,-1
702834,0,Manual,-1
702844,0,Manual,-1
702845,0,Manual,-1
702880,0,Manual,-1
702881,0,Manual,-1
702911,0,Manual,-1
702916,0,Manual,-1
702922,0,Manual,-1
702923,0,Manual,-1
702960,0,Manual,-1
702976,0,Manual,-1
703004,0,Manual,-1
703020,0,Manual,-1
703030,0,Manual,-1
703036,0,Manual,-1
703070,0,Manual,-1
703115,0,Manual,-1
703142,0,Manual,-1
703146,0,Manual,-1
703164,0,Manual,-1
703175,0,Manual,-1
703189,0,Manual,-1
703190,0,Manual,-1
703192,0,Manual,-1
703194,0,Manual,-1
703195,0,Manual,-1
699690,1,Manual,-1
699696,1,Manual,-1
699717,1,Manual,-1
699736,1,Manual,-1
699747,1,Manual,-1
699754,1,Manual,-1
699798,1,Manual,-1
699830,1,Manual,-1
699832,1,Manual,-1
699835,1,Manual,-1
699837,1,Manual,-1
699839,1,Manual,-1
699868,1,Manual,-1
699907,1,Manual,-1
699916,1,Manual,-1
699934,1,Manual,-1
699942,1,Manual,-1
699947,1,Manual,-1
699956,1,Manual,-1
700012,1,Manual,-1
700014,1,Manual,-1
700016,1,Manual,-1
700041,1,Manual,-1
700052,1,Manual,-1
700054,1,Manual,-1
700077,1,Manual,-1
700107,1,Manual,-1
700115,1,Manual,-1
700133,1,Manual,-1
700142,1,Manual,-1
700170,1,Manual,-1
700181,1,Manual,-1
700201,1,Manual,-1
700233,1,Manual,-1
700244,1,Manual,-1
700247,1,Manual,-1
700249,1,Manual,-1
700254,1,Manual,-1
700259,1,Manual,-1
700262,1,Manual,-1
700269,1,Manual,-1
700351,1,Manual,-1
700385,1,Manual,-1
700530,1,Manual,-1
700610,1,Manual,-1
700677,1,Manual,-1
700698,1,Manual,-1
700705,1,Manual,-1
700713,1,Manual,-1
700724,1,Manual,-1
700737,1,Manual,-1
700745,1,Manual,-1
700748,1,Manual,-1
700751,1,Manual,-1
700754,1,Manual,-1
700760,1,Manual,-1
700765,1,Manual,-1
700773,1,Manual,-1
700782,1,Manual,-1
700789,1,Manual,-1
700795,1,Manual,-1
700878,1,Manual,-1
700883,1,Manual,-1
700974,1,Manual,-1
700989,1,Manual,-1
701070,1,Manual,-1
701074,1,Manual,-1
701078,1,Manual,-1
701089,1,Manual,-1
701106,1,Manual,-1
701135,1,ROBOT,4
701175,1,Manual,-1
701181,1,Manual,-1
701199,1,Manual,-1
701204,1,Manual,-1
701207,1,Manual,-1
701255,1,Manual,-1
701266,1,Manual,-1
701274,1,ROBOT,4
701310,1,Manual,-1
701324,1,Manual,-1
701327,1,Manual,-1
701451,1,Manual,-1
701657,1,Manual,-1
701667,1,Manual,-1
701715,1,Manual,-1
701722,1,Manual,-1
701737,1,Manual,-1
701745,1,Manual,-1
701755,1,Manual,-1
701798,1,ROBOT,6
701835,1,Manual,-1
701842,1,Manual,-1
701845,1,Manual,-1
701859,1,Manual,-1
701871,1,Manual,-1
701932,1,Manual,-1
701952,1,Manual,-1
701989,1,Manual,-1
702038,1,Manual,-1
702045,1,Manual,-1
702058,1,Manual,-1
702129,1,Manual,-1
702172,1,Manual,-1
702234,1,Manual,-1
702257,1,Manual,-1
702274,1,Manual,-1
702298,1,Manual,-1
702330,1,Manual,-1
702388,1,Manual,-1
702402,1,Manual,-1
702420,1,Manual,-1
702425,1,Manual,-1
702431,1,Manual,-1
702440,1,Manual,-1
702467,1,Manual,-1
702478,1,Manual,-1
702642,1,Manual,-1
702644,1,Manual,-1
702651,1,Manual,-1
702672,1,Manual,-1
702715,1,Manual,-1
702719,1,Manual,-1
702721,1,Manual,-1
702725,1,Manual,-1
702828,1,Manual,-1
702848,1,Manual,-1
702879,1,Manual,-1
702902,1,Manual,-1
702943,1,Manual,-1
702948,1,Manual,-1
702954,1,Manual,-1
702958,1,Manual,-1
702977,1,Manual,-1
703031,1,Manual,-1
703118,1,Manual,-1
703126,1,Manual,-1
703140,1,Manual,-1
703154,1,Manual,-1
703160,1,Manual,-1
703220,1,Manual,-1
703260,1,Manual,-1
703342,1,Manual,-1
703402,1,Manual,-1
703424,1,Manual,-1
703427,1,Manual,-1
699628,2,ROBOT,0
699629,2,ROBOT,0
699636,2,ROBOT,0
699643,2,ROBOT,0
699651,2,ROBOT,0
699655,2,ROBOT,0
699660,2,ROBOT,0
699663,2,ROBOT,0
699686,2,Manual,-1
699689,2,Manual,-1
699695,2,Manual,-1
699698,2,Manual,-1
699699,2,Manual,-1
699704,2,Manual,-1
699722,2,Manual,-1
699735,2,Manual,-1
699740,2,Manual,-1
699742,2,Manual,-1
699759,2,ROBOT,0
699762,2,ROBOT,0
699765,2,ROBOT,0
699771,2,ROBOT,0
699773,2,ROBOT,0
699779,2,ROBOT,0
699786,2,ROBOT,0
699802,2,ROBOT,0
699804,2,ROBOT,0
699807,2,ROBOT,0
699815,2,ROBOT,0
699824,2,ROBOT,0
699826,2,ROBOT,0
699828,2,ROBOT,0
699834,2,ROBOT,0
699841,2,Manual,-1
699844,2,ROBOT,0
699850,2,ROBOT,0
699853,2,Manual,-1
699855,2,ROBOT,0
699858,2,Manual,-1
699859,2,ROBOT,0
699862,2,ROBOT,0
699869,2,ROBOT,0
699875,2,ROBOT,0
699887,2,ROBOT,0
699889,2,Manual,-1
699890,2,ROBOT,0
699893,2,Manual,-1
699898,2,ROBOT,0
699899,2,Manual,-1
699904,2,ROBOT,0
699905,2,ROBOT,0
699906,2,Manual,-1
699910,2,ROBOT,0
699911,2,Manual,-1
699912,2,ROBOT,0
699914,2,Manual,-1
699915,2,ROBOT,0
699918,2,ROBOT,0
699920,2,Manual,-1
699921,2,ROBOT,0
699923,2,ROBOT,0
699929,2,ROBOT,0
699931,2,Manual,-1
699935,2,ROBOT,0
699939,2,Manual,-1
699940,2,Manual,-1
699941,2,ROBOT,0
699943,2,ROBOT,0
699948,2,ROBOT,0
699949,2,ROBOT,0
699951,2,ROBOT,0
699953,2,ROBOT,0
699963,2,Manual,-1
699964,2,ROBOT,0
699965,2,ROBOT,0
699966,2,ROBOT,0
699967,2,Manual,-1
699968,2,ROBOT,0
699971,2,Manual,-1
699973,2,ROBOT,0
699975,2,Manual,-1
699978,2,ROBOT,0
699981,2,Manual,-1
699988,2,Manual,-1
699991,2,ROBOT,0
699996,2,ROBOT,0
700002,2,ROBOT,1
700003,2,ROBOT,1
700007,2,ROBOT,1
700009,2,Manual,-1
700015,2,ROBOT,1
700022,2,ROBOT,1
700027,2,Manual,-1
700032,2,ROBOT,1
700035,2,Manual,-1
700039,2,ROBOT,1
700047,2,ROBOT,1
700048,2,Manual,-1
