,participant,start_time,end_time,duration,robot_side,robot_type,robot_fv,robot_submit
18,3.0,30895.0,30912.0,17.0,SELL,REACTIVE,650.0,1.0
19,3.0,30933.0,31052.0,119.0,BUY,REACTIVE,550.0,0.0
20,3.0,31054.0,31064.0,10.0,BUY,MARKET_MAKER,650.0,0.0
21,3.0,31074.0,31086.0,12.0,BUY,REACTIVE,650.0,0.0
22,3.0,31148.0,31162.0,14.0,"BUY,SELL",MARKET_MAKER,600.0,4.0
23,3.0,31179.0,31198.0,19.0,BUY,REACTIVE,575.0,8.0
24,3.0,31214.0,31272.0,58.0,SELL,MARKET_MAKER,625.0,0.0
25,3.0,31294.0,31420.0,126.0,BUY,REACTIVE,500.0,1.0
26,3.0,31462.0,31639.0,177.0,"BUY,SELL",REACTIVE,650.0,0.0
27,3.0,31703.0,31736.0,33.0,SELL,MARKET_MAKER,675.0,13.0
28,3.0,31755.0,31810.0,55.0,"BUY,SELL",MARKET_MAKER,575.0,1.0
29,3.0,31839.0,31885.0,46.0,SELL,MARKET_MAKER,525.0,1.0
30,3.0,31951.0,31986.0,35.0,BUY,MARKET_MAKER,600.0,10.0
31,3.0,32198.0,32242.0,44.0,"BUY,SELL",REACTIVE,600.0,3.0
32,3.0,32264.0,32270.0,6.0,SELL,MARKET_MAKER,675.0,7.0
33,3.0,32366.0,32383.0,17.0,SELL,REACTIVE,650.0,1.0
34,3.0,32448.0,32478.0,30.0,SELL,MARKET_MAKER,650.0,0.0
35,3.0,32491.0,32563.0,72.0,"BUY,SELL",REACTIVE,500.0,1.0
36,3.0,32581.0,32605.0,24.0,BUY,MARKET_MAKER,575.0,19.0
37,3.0,32703.0,32816.0,113.0,BUY,MARKET_MAKER,600.0,1.0
38,3.0,32829.0,32887.0,58.0,BUY,REACTIVE,525.0,0.0
39,3.0,32952.0,33075.0,123.0,"BUY,SELL",MARKET_MAKER,625.0,0.0
40,3.0,33350.0,33370.0,20.0,"BUY,SELL",MARKET_MAKER,525.0,6.0
41,3.0,33536.0,33659.0,123.0,"BUY,SELL",MARKET_MAKER,500.0,15.0
42,3.0,33722.0,33813.0,91.0,SELL,MARKET_MAKER,600.0,14.0
43,3.0,33821.0,33845.0,24.0,SELL,MARKET_MAKER,450.0,0.0
44,3.0,33909.0,33963.0,54.0,SELL,MARKET_MAKER,400.0,5.0
45,3.0,33975.0,34036.0,61.0,SELL,MARKET_MAKER,400.0,0.0
0,4.0,31632.0,31651.0,19.0,BUY,REACTIVE,600.0,0.0
1,4.0,31938.0,31941.0,3.0,BUY,REACTIVE,600.0,0.0
2,4.0,31949.0,32158.0,209.0,BUY,REACTIVE,600.0,0.0
3,4.0,32450.0,32646.0,196.0,"BUY,SELL",REACTIVE,600.0,0.0
4,4.0,32713.0,32889.0,176.0,"BUY,SELL",REACTIVE,600.0,13.0
5,4.0,32952.0,33079.0,127.0,"BUY,SELL",REACTIVE,625.0,23.0
6,4.0,33350.0,33480.0,130.0,"BUY,SELL",REACTIVE,625.0,33.0
7,4.0,33539.0,33676.0,137.0,BUY,REACTIVE,625.0,0.0
8,4.0,33722.0,33882.0,160.0,BUY,REACTIVE,625.0,26.0
9,4.0,33909.0,34071.0,162.0,BUY,REACTIVE,625.0,12.0
0,5.0,30114.0,30178.0,64.0,BUY,MARKET_MAKER,575.0,3.0
1,5.0,30520.0,31083.0,563.0,BUY,MARKET_MAKER,600.0,5.0
2,5.0,31150.0,31179.0,29.0,SELL,REACTIVE,650.0,1.0
3,5.0,31476.0,31661.0,185.0,SELL,MARKET_MAKER,650.0,0.0
4,5.0,31703.0,31722.0,19.0,SELL,REACTIVE,625.0,1.0
5,5.0,32195.0,32214.0,19.0,SELL,MARKET_MAKER,675.0,0.0
6,5.0,32454.0,32573.0,119.0,SELL,MARKET_MAKER,625.0,5.0
7,5.0,32953.0,32965.0,12.0,"BUY,SELL",REACTIVE,600.0,1.0
8,5.0,33537.0,33554.0,17.0,"BUY,SELL",REACTIVE,600.0,2.0
0,6.0,30113.0,30149.0,36.0,"BUY,SELL",MARKET_MAKER,625.0,10.0
1,6.0,30222.0,30243.0,21.0,SELL,REACTIVE,600.0,2.0
2,6.0,30346.0,30367.0,21.0,SELL,REACTIVE,600.0,0.0
3,6.0,30369.0,30409.0,40.0,"BUY,SELL",REACTIVE,600.0,3.0
4,6.0,30479.0,30554.0,75.0,"BUY,SELL",MARKET_MAKER,600.0,5.0
5,6.0,30578.0,30605.0,27.0,"BUY,SELL",MARKET_MAKER,625.0,6.0
6,6.0,30731.0,30749.0,18.0,"BUY,SELL",MARKET_MAKER,625.0,7.0
7,6.0,30886.0,30964.0,78.0,"BUY,SELL",REACTIVE,625.0,17.0
8,6.0,31195.0,31238.0,43.0,"BUY,SELL",MARKET_MAKER,625.0,1.0
9,6.0,31253.0,31390.0,137.0,"BUY,SELL",MARKET_MAKER,625.0,9.0
10,6.0,31457.0,31536.0,79.0,"BUY,SELL",REACTIVE,625.0,13.0
11,6.0,31708.0,31750.0,42.0,SELL,REACTIVE,625.0,9.0
12,6.0,31813.0,31839.0,26.0,BUY,REACTIVE,600.0,8.0
13,6.0,31951.0,32044.0,93.0,BUY,REACTIVE,625.0,0.0
14,6.0,32197.0,32381.0,184.0,BUY,REACTIVE,625.0,7.0
15,6.0,32448.0,32637.0,189.0,BUY,REACTIVE,625.0,9.0
16,6.0,32708.0,32732.0,24.0,BUY,REACTIVE,100.0,8.0
17,6.0,33810.0,33845.0,35.0,BUY,REACTIVE,100.0,0.0
0,7.0,30106.0,30178.0,72.0,"BUY,SELL",MARKET_MAKER,550.0,0.0
1,7.0,30179.0,30222.0,43.0,BUY,MARKET_MAKER,550.0,11.0
2,7.0,30312.0,30379.0,67.0,BUY,REACTIVE,575.0,1.0
3,7.0,30396.0,30408.0,12.0,BUY,MARKET_MAKER,550.0,0.0
4,7.0,30452.0,30464.0,12.0,BUY,MARKET_MAKER,550.0,0.0
5,7.0,30474.0,30529.0,55.0,"BUY,SELL",MARKET_MAKER,650.0,2.0
6,7.0,30532.0,30592.0,60.0,BUY,MARKET_MAKER,575.0,14.0
7,7.0,30602.0,30631.0,29.0,"BUY,SELL",MARKET_MAKER,650.0,1.0
8,7.0,30634.0,30782.0,148.0,"BUY,SELL",MARKET_MAKER,650.0,23.0
9,7.0,30847.0,30924.0,77.0,"BUY,SELL",MARKET_MAKER,650.0,24.0
10,7.0,30942.0,30973.0,31.0,SELL,MARKET_MAKER,650.0,12.0
11,7.0,31000.0,31083.0,83.0,SELL,REACTIVE,600.0,0.0
12,7.0,31150.0,31194.0,44.0,SELL,REACTIVE,625.0,16.0
13,7.0,31209.0,31327.0,118.0,SELL,REACTIVE,650.0,10.0
14,7.0,31339.0,31419.0,80.0,SELL,REACTIVE,625.0,0.0
15,7.0,31455.0,31563.0,108.0,BUY,REACTIVE,600.0,5.0
16,7.0,31567.0,31636.0,69.0,BUY,MARKET_MAKER,600.0,0.0
17,7.0,31705.0,31837.0,132.0,BUY,REACTIVE,600.0,1.0
18,7.0,31840.0,31844.0,4.0,BUY,REACTIVE,625.0,0.0
19,7.0,31857.0,31910.0,53.0,BUY,REACTIVE,600.0,0.0
20,7.0,31934.0,31942.0,8.0,BUY,REACTIVE,600.0,0.0
21,7.0,31950.0,32086.0,136.0,BUY,REACTIVE,600.0,0.0
22,7.0,32100.0,32164.0,64.0,BUY,REACTIVE,600.0,0.0
23,7.0,32199.0,32381.0,182.0,BUY,REACTIVE,600.0,0.0
24,7.0,32447.0,32624.0,177.0,BUY,MARKET_MAKER,575.0,0.0
25,7.0,32966.0,33079.0,113.0,"BUY,SELL",REACTIVE,600.0,1.0
26,7.0,33356.0,33426.0,70.0,"BUY,SELL",REACTIVE,500.0,11.0
27,7.0,33536.0,33582.0,46.0,BUY,REACTIVE,300.0,1.0
28,7.0,33671.0,33675.0,4.0,BUY,REACTIVE,200.0,0.0
29,7.0,33722.0,33844.0,122.0,BUY,REACTIVE,25.0,1.0
30,7.0,33913.0,34031.0,118.0,BUY,REACTIVE,25.0,11.0
0,8.0,30112.0,30192.0,80.0,BUY,MARKET_MAKER,700.0,7.0
1,8.0,30204.0,30228.0,24.0,BUY,REACTIVE,625.0,8.0
2,8.0,30295.0,30301.0,6.0,SELL,MARKET_MAKER,775.0,1.0
3,8.0,30348.0,30411.0,63.0,SELL,MARKET_MAKER,800.0,1.0
4,8.0,30474.0,30544.0,70.0,BUY,MARKET_MAKER,750.0,1.0
5,8.0,30556.0,30588.0,32.0,SELL,MARKET_MAKER,750.0,0.0
6,8.0,30604.0,30777.0,173.0,SELL,MARKET_MAKER,750.0,1.0
7,8.0,30841.0,31084.0,243.0,SELL,MARKET_MAKER,750.0,1.0
8,8.0,31149.0,31391.0,242.0,SELL,MARKET_MAKER,750.0,1.0
9,8.0,31456.0,31569.0,113.0,BUY,MARKET_MAKER,600.0,1.0
10,8.0,31587.0,31642.0,55.0,BUY,MARKET_MAKER,600.0,1.0
11,8.0,31702.0,31885.0,183.0,BUY,MARKET_MAKER,600.0,1.0
12,8.0,31950.0,32029.0,79.0,SELL,MARKET_MAKER,750.0,3.0
13,8.0,32107.0,32133.0,26.0,SELL,MARKET_MAKER,750.0,1.0
14,8.0,32198.0,32380.0,182.0,SELL,MARKET_MAKER,750.0,1.0
15,8.0,32449.0,32635.0,186.0,SELL,MARKET_MAKER,750.0,1.0
16,8.0,32703.0,32891.0,188.0,SELL,MARKET_MAKER,600.0,1.0
17,8.0,33369.0,33429.0,60.0,SELL,REACTIVE,600.0,7.0
18,8.0,33441.0,33472.0,31.0,SELL,REACTIVE,600.0,1.0
19,8.0,33538.0,33604.0,66.0,SELL,REACTIVE,600.0,0.0
20,8.0,33606.0,33658.0,52.0,SELL,REACTIVE,500.0,0.0
21,8.0,33722.0,33796.0,74.0,SELL,REACTIVE,450.0,2.0
22,8.0,33811.0,33846.0,35.0,BUY,MARKET_MAKER,350.0,0.0
23,8.0,33908.0,33920.0,12.0,SELL,REACTIVE,375.0,2.0
24,8.0,33934.0,34036.0,102.0,SELL,REACTIVE,375.0,0.0
