,time,bid_ask,round
0,30111,-1,2661
1,30112,10,2661
2,30113,10,2661
3,30114,10,2661
4,30115,10,2661
5,30116,10,2661
6,30117,-1,2661
7,30118,-1,2661
8,30119,-1,2661
9,30120,10,2661
10,30121,60,2661
11,30122,60,2661
12,30123,85,2661
13,30124,575,2661
14,30125,85,2661
15,30126,60,2661
16,30127,10,2661
17,30128,60,2661
18,30129,60,2661
19,30130,85,2661
20,30131,10,2661
21,30132,10,2661
22,30133,85,2661
23,30134,60,2661
24,30135,60,2661
25,30136,10,2661
26,30137,10,2661
27,30138,60,2661
28,30139,60,2661
29,30140,10,2661
30,30141,10,2661
31,30142,85,2661
32,30143,245,2661
33,30144,125,2661
34,30145,60,2661
35,30146,60,2661
36,30147,10,2661
37,30148,10,2661
38,30149,10,2661
39,30150,40,2661
40,30151,40,2661
41,30152,40,2661
42,30153,25,2661
43,30154,25,2661
44,30155,25,2661
45,30156,25,2661
46,30157,25,2661
47,30158,25,2661
48,30159,25,2661
49,30160,25,2661
50,30161,25,2661
51,30162,45,2661
52,30163,45,2661
53,30164,45,2661
54,30165,45,2661
55,30166,45,2661
56,30167,45,2661
57,30168,25,2661
58,30169,25,2661
59,30170,25,2661
60,30171,25,2661
61,30172,25,2661
62,30173,25,2661
63,30174,20,2661
64,30175,20,2661
65,30176,20,2661
66,30177,20,2661
67,30178,20,2661
68,30179,20,2661
69,30180,20,2661
70,30181,20,2661
71,30182,20,2661
72,30183,15,2661
73,30184,20,2661
74,30185,40,2661
75,30186,40,2661
76,30187,40,2661
77,30188,15,2661
78,30189,15,2661
79,30190,5,2661
80,30191,40,2661
81,30192,40,2661
82,30193,20,2661
83,30194,140,2661
84,30195,5,2661
85,30196,35,2661
86,30197,35,2661
87,30198,140,2661
88,30199,35,2661
89,30200,35,2661
90,30201,30,2661
91,30202,30,2661
92,30203,30,2661
93,30204,30,2661
94,30205,30,2661
95,30206,20,2661
96,30207,30,2661
97,30208,175,2661
98,30209,60,2661
99,30210,10,2661
100,30211,10,2661
101,30212,60,2661
102,30213,110,2661
103,30214,5,2661
104,30215,60,2661
105,30216,5,2661
106,30217,10,2661
107,30218,110,2661
108,30219,5,2661
109,30220,115,2661
110,30221,5,2661
111,30222,5,2661
112,30223,5,2661
113,30224,5,2661
114,30225,5,2661
115,30226,10,2661
116,30227,60,2661
117,30228,25,2661
118,30229,25,2661
119,30230,65,2661
120,30231,65,2661
121,30232,10,2661
122,30233,60,2661
123,30234,60,2661
124,30235,60,2661
125,30236,80,2661
126,30237,80,2661
127,30238,85,2661
128,30239,85,2661
129,30240,205,2661
130,30241,15,2661
131,30242,15,2661
132,30243,65,2661
133,30244,150,2661
134,30245,95,2661
135,30246,205,2661
136,30247,205,2661
137,30248,10,2661
138,30249,10,2661
139,30250,10,2661
140,30251,10,2661
141,30252,10,2661
142,30253,10,2661
143,30254,10,2661
144,30255,10,2661
145,30256,10,2661
146,30257,10,2661
147,30258,10,2661
148,30259,10,2661
149,30260,95,2661
150,30261,95,2661
151,30262,10,2661
152,30263,95,2661
153,30264,95,2661
154,30265,95,2661
155,30266,95,2661
156,30267,85,2661
157,30268,85,2661
158,30269,85,2661
159,30270,95,2661
160,30271,95,2661
161,30272,95,2661
162,30273,110,2661
163,30274,10,2661
164,30275,10,2661
165,30276,10,2661
166,30277,10,2661
167,30278,10,2661
168,30279,10,2661
169,30280,10,2661
170,30281,10,2661
171,30282,10,2661
172,30283,10,2661
173,30284,10,2661
174,30285,10,2661
175,30286,20,2661
176,30287,20,2661
177,30288,20,2661
178,30289,10,2661
179,30290,10,2661
180,30291,20,2661
181,30292,20,2661
182,30293,10,2661
183,30294,10,2661
184,30295,10,2661
185,30296,10,2661
186,30297,20,2661
187,30298,95,2661
188,30299,10,2661
189,30300,125,2661
190,30301,125,2661
191,30302,95,2661
192,30303,95,2661
193,30304,125,2661
194,30305,95,2661
195,30306,85,2661
196,30307,85,2661
197,30308,95,2661
198,30309,95,2661
199,30310,-1,2661
200,30311,-1,2661
201,30312,95,2661
202,30313,95,2661
203,30314,80,2661
204,30315,10,2661
205,30316,80,2661
206,30317,75,2661
207,30318,75,2661
208,30319,10,2661
209,30320,10,2661
210,30321,75,2661
211,30322,75,2661
212,30323,75,2661
213,30324,10,2661
214,30325,10,2661
215,30326,10,2661
216,30327,10,2661
217,30328,10,2661
218,30329,10,2661
219,30330,10,2661
220,30331,5,2661
221,30332,5,2661
222,30333,5,2661
223,30334,70,2661
224,30335,65,2661
225,30336,70,2661
226,30337,70,2661
227,30338,5,2661
228,30339,65,2661
229,30340,65,2661
230,30341,65,2661
231,30342,65,2661
232,30343,70,2661
233,30344,70,2661
234,30345,5,2661
235,30346,70,2661
236,30347,70,2661
237,30348,5,2661
238,30349,70,2661
239,30350,5,2661
240,30351,5,2661
241,30352,5,2661
242,30353,70,2661
243,30354,70,2661
244,30355,70,2661
245,30356,70,2661
246,30357,70,2661
247,30358,70,2661
248,30359,70,2661
249,30360,70,2661
250,30361,70,2661
251,30362,75,2661
252,30363,45,2661
253,30364,45,2661
254,30365,45,2661
255,30366,45,2661
256,30367,45,2661
257,30368,45,2661
258,30369,-1,2661
259,30370,-1,2661
260,30371,45,2661
261,30372,45,2661
262,30373,10,2661
