,seconds,price,buy_sell,round
0,30116.005000000005,605,1,2661
1,30120.032999999996,670,-1,2661
2,30121.92,670,-1,2661
3,30122.376999999993,620,-1,2661
4,30122.797999999995,595,-1,2661
5,30123.384999999995,520,-1,2661
6,30124.229000000007,605,1,2661
7,30127.292,670,-1,2661
8,30129.617,620,-1,2661
9,30132.134000000005,670,-1,2661
10,30137.047000000006,670,-1,2661
11,30141.466,670,-1,2661
12,30141.864,620,-1,2661
13,30142.373000000007,595,-1,2661
14,30142.861999999994,520,-1,2661
15,30144.046000000002,645,1,2661
16,30157.884000000005,640,-1,2661
17,30165.796000000002,640,-1,2661
18,30174.379,640,-1,2661
19,30182.857000000004,640,-1,2661
20,30183.528999999995,645,-1,2661
21,30184.108999999997,640,-1,2661
22,30184.47,640,-1,2661
23,30184.864,620,-1,2661
24,30185.933999999994,645,-1,2661
25,30187.247000000003,620,-1,2661
26,30189.242,645,-1,2661
27,30189.577999999994,640,-1,2661
28,30189.642000000007,620,-1,2661
29,30192.138999999996,620,-1,2661
30,30193.471999999994,640,-1,2661
31,30195.549,525,1,2661
32,30197.275999999998,555,1,2661
33,30206.33,530,-1,2661
34,30207.430999999997,520,-1,2661
35,30207.691000000006,550,1,2661
36,30207.996,555,1,2661
37,30209.262000000002,595,-1,2661
38,30211.660000000003,555,1,2661
39,30212.440000000002,605,1,2661
40,30214.111000000004,550,1,2661
41,30214.896999999997,555,1,2661
42,30216.929999999993,550,1,2661
43,30217.456000000006,555,1,2661
44,30217.573999999993,605,1,2661
45,30219.309999999998,550,1,2661
46,30219.824999999997,655,1,2661
47,30221.244999999995,550,1,2661
48,30221.650999999998,550,1,2661
49,30222.217000000004,550,1,2661
50,30222.395000000004,550,1,2661
51,30223.232999999993,550,1,2661
52,30224.349000000002,550,1,2661
53,30224.607000000004,550,1,2661
54,30224.788,550,1,2661
55,30225.411999999997,550,1,2661
56,30226.755000000005,555,1,2661
57,30227.047000000006,605,1,2661
58,30229.494000000006,635,-1,2661
59,30232.888999999996,595,-1,2661
60,30235.634999999995,545,-1,2661
61,30236.992,595,-1,2661
62,30237.971000000005,525,-1,2661
63,30239.055999999997,520,-1,2661
64,30240.206000000006,605,1,2661
65,30242.570000000007,610,1,2661
66,30243.827000000005,595,-1,2661
67,30245.993000000002,510,-1,2661
68,30259.367,595,-1,2661
69,30262.482999999993,595,-1,2661
70,30264.717000000004,595,-1,2661
71,30267.176000000007,510,-1,2661
72,30269.006999999998,595,1,2661
73,30269.690000000002,600,-1,2661
74,30272.193,510,-1,2661
75,30285.194000000003,595,-1,2661
76,30290.444000000003,595,-1,2661
77,30296.459000000003,595,-1,2661
78,30297.138999999996,585,-1,2661
79,30299.085000000006,595,-1,2661
80,30299.153000000006,605,1,2661
81,30301.839999999997,595,-1,2661
82,30303.045,605,1,2661
83,30304.422999999995,595,-1,2661
84,30307.187999999995,595,1,2661
85,30309.585000000006,605,1,2661
86,30310.925000000003,595,-1,2661
87,30315.14,595,-1,2661
88,30320.678,595,-1,2661
89,30333.095,595,-1,2661
90,30335.406000000003,595,1,2661
91,30338.472999999998,595,-1,2661
92,30342.189,595,1,2661
93,30345.884000000005,595,-1,2661
94,30348.015,595,-1,2661
95,30352.67,595,-1,2661
96,30368.585999999996,605,1,2661
97,30369.971999999994,595,1,2661
98,30377.486000000004,595,-1,2661
99,30386.354000000007,595,-1,2661
100,30393.176000000007,595,-1,2661
101,30400.679999999993,600,-1,2661
102,30405.047999999995,600,1,2661
103,30405.347999999998,605,1,2661
104,30405.824999999997,595,-1,2661
105,30406.581999999995,610,-1,2661
106,30409.085000000006,610,-1,2661
107,30480.835000000006,545,-1,2662
108,30491.496,605,1,2662
109,30495.410999999993,595,-1,2662
110,30507.504,595,-1,2662
