,seconds,price,buy_sell,round
111,30509.354000000007,605,1,2662
112,30513.834000000003,610,1,2662
113,30516.242,610,1,2662
114,30517.346000000005,595,-1,2662
115,30518.108999999997,610,1,2662
116,30519.081000000006,610,1,2662
117,30521.574999999997,610,1,2662
118,30521.706999999995,595,-1,2662
119,30524.011,615,1,2662
120,30524.72,610,-1,2662
121,30526.405,600,1,2662
122,30527.894,595,-1,2662
123,30531.914999999994,595,-1,2662
124,30534.096000000005,595,-1,2662
125,30535.710000000006,595,1,2662
126,30537.576,595,1,2662
127,30538.129,595,1,2662
128,30539.941999999995,595,1,2662
129,30543.265,600,-1,2662
130,30545.123999999996,595,-1,2662
131,30546.513000000006,595,1,2662
132,30547.573999999993,595,-1,2662
133,30548.943,595,1,2662
134,30549.22,595,-1,2662
135,30549.982999999993,600,-1,2662
136,30551.315000000002,605,1,2662
137,30551.525999999998,595,1,2662
138,30551.536999999997,595,1,2662
139,30552.425000000003,590,-1,2662
140,30553.748000000007,610,1,2662
141,30554.846000000005,595,-1,2662
142,30555.646999999997,605,1,2662
143,30569.384999999995,590,-1,2662
144,30569.425000000003,595,1,2662
145,30569.452999999994,595,1,2662
146,30569.479000000007,595,1,2662
147,30569.490000000005,595,1,2662
148,30569.5,595,1,2662
149,30571.873000000007,605,1,2662
150,30572.516000000003,610,1,2662
151,30572.543000000005,610,1,2662
152,30574.212,610,1,2662
153,30575.043999999994,605,1,2662
154,30576.547000000006,620,1,2662
155,30577.47,605,1,2662
156,30578.035999999993,595,-1,2662
157,30578.888999999996,610,1,2662
158,30579.858999999997,605,1,2662
159,30581.388999999996,610,1,2662
160,30582.233999999997,605,1,2662
161,30583.770999999993,605,1,2662
162,30584.695000000007,605,1,2662
163,30586.130999999994,605,1,2662
164,30590.509999999995,605,1,2662
165,30594.799,605,1,2662
166,30600.641000000003,605,1,2662
167,30603.095,605,1,2662
168,30607.103000000003,605,1,2662
169,30607.615999999995,605,1,2662
170,30611.168000000005,605,1,2662
171,30611.549,610,1,2662
172,30611.766000000003,610,1,2662
173,30612.058999999994,610,1,2662
174,30612.758,605,1,2662
175,30612.875,610,1,2662
176,30615.019,620,-1,2662
177,30617.365999999995,610,-1,2662
178,30619.824999999997,620,-1,2662
179,30621.065000000002,610,-1,2662
180,30621.365999999995,620,1,2662
181,30624.452000000005,605,1,2662
182,30627.123000000007,605,1,2662
183,30632.096999999994,600,-1,2662
184,30633.426000000007,600,-1,2662
185,30634.565000000002,600,-1,2662
186,30634.731,605,1,2662
187,30636.259999999995,605,-1,2662
188,30637.346999999994,605,-1,2662
189,30637.527000000002,605,-1,2662
190,30638.812000000005,605,-1,2662
191,30639.767000000007,605,-1,2662
192,30640.312999999995,605,-1,2662
193,30642.149999999994,605,-1,2662
194,30644.661999999997,605,-1,2662
195,30649.134000000005,605,-1,2662
196,30650.952000000005,610,1,2662
197,30651.528999999995,605,-1,2662
198,30653.399000000005,610,1,2662
199,30653.861999999994,605,-1,2662
200,30654.562999999995,610,1,2662
201,30655.736999999994,610,1,2662
202,30656.225999999995,605,-1,2662
203,30656.843999999997,610,1,2662
204,30657.349000000002,610,1,2662
205,30657.809999999998,620,1,2662
206,30657.861000000004,620,1,2662
207,30657.971000000005,630,1,2662
208,30658.209000000003,635,1,2662
209,30658.597999999998,645,-1,2662
210,30660.953999999998,645,-1,2662
211,30660.979000000007,645,-1,2662
212,30662.418000000005,645,-1,2662
213,30663.36,645,-1,2662
214,30665.509000000005,645,-1,2662
215,30665.958,645,-1,2662
216,30667.540999999997,645,-1,2662
217,30670.775999999998,605,1,2662
218,30673.714000000007,605,-1,2662
219,30675.286999999997,610,1,2662
220,30678.861999999994,605,-1,2662
221,30685.475999999995,610,1,2662
222,30685.748999999996,605,-1,2662
223,30686.368000000002,610,1,2662
224,30687.202999999994,610,1,2662
225,30689.998999999996,615,-1,2662
226,30690.706999999995,605,-1,2662
227,30693.171000000002,605,-1,2662
228,30695.320999999996,620,1,2662
229,30697.729999999996,605,-1,2662
230,30700.206000000006,615,-1,2662
231,30702.842999999993,605,1,2662
232,30710.455,605,1,2662
233,30711.482999999993,610,1,2662
234,30712.623999999996,610,1,2662
235,30717.384000000005,620,1,2662
236,30718.159,635,1,2662
237,30718.61,655,1,2662
238,30720.077000000005,655,1,2662
239,30721.224000000002,655,1,2662
240,30722.683999999994,655,1,2662
241,30724.039000000004,670,-1,2662
242,30725.615000000005,670,-1,2662
243,30728.061,670,-1,2662
244,30730.486000000004,655,1,2662
245,30731.838000000003,655,1,2662
246,30732.879,655,1,2662
247,30734.561,645,-1,2662
248,30735.846000000005,655,1,2662
249,30737.131999999998,655,1,2662
250,30738.584000000003,645,-1,2662
251,30738.939,655,1,2662
252,30740.39,630,1,2662
253,30743.246,630,1,2662
254,30745.690000000002,630,1,2662
255,30746.952000000005,620,-1,2662
256,30749.523,645,-1,2662
257,30751.327999999994,620,-1,2662
258,30755.683999999994,645,-1,2662
259,30758.077000000005,615,-1,2662
260,30760.508,645,-1,2662
261,30762.873999999996,610,-1,2662
262,30763.222999999998,655,1,2662
263,30763.843999999997,655,1,2662
264,30765.218999999997,645,-1,2662
265,30765.952999999994,655,1,2662
266,30769.653999999995,655,1,2662
267,30770.460000000006,655,-1,2662
268,30772.759999999995,645,-1,2662
269,30774.267000000007,655,1,2662
270,30775.64,595,1,2662
271,30862.695000000007,630,1,2663
272,30865.384999999995,630,1,2663
273,30868.157999999996,635,1,2663
274,30870.549,630,1,2663
275,30872.914999999994,630,1,2663
276,30873.350000000006,630,1,2663
277,30875.380999999994,630,1,2663
278,30876.070999999996,630,1,2663
279,30876.240999999995,655,1,2663
280,30876.823000000004,655,1,2663
281,30878.441000000006,675,1,2663
282,30879.513999999996,655,-1,2663
283,30880.842999999993,655,1,2663
284,30881.858999999997,655,-1,2663
285,30883.225000000006,675,1,2663
286,30884.265,655,-1,2663
287,30884.767999999996,655,1,2663
288,30886.686,645,-1,2663
289,30889.217999999993,655,-1,2663
290,30889.524000000005,655,-1,2663
291,30891.588000000003,655,-1,2663
292,30893.254,655,1,2663
293,30893.979000000007,655,-1,2663
294,30894.308000000005,655,-1,2663
295,30896.505999999994,655,-1,2663
296,30896.733999999997,655,-1,2663
297,30898.850999999995,655,-1,2663
298,30899.129,655,-1,2663
299,30901.206000000006,645,-1,2663
300,30903.880000000005,630,1,2663
301,30905.36,620,-1,2663
302,30906.425000000003,645,-1,2663
303,30906.655,620,-1,2663
304,30907.606,620,-1,2663
305,30908.445999999996,620,-1,2663
306,30909.187000000005,645,-1,2663
307,30910.251999999993,620,-1,2663
308,30911.265,620,-1,2663
309,30913.193,620,1,2663
310,30913.198000000004,620,1,2663
311,30913.672999999995,620,1,2663
312,30915.564,620,1,2663
313,30915.659,620,1,2663
314,30916.122000000003,620,1,2663
315,30918.127999999997,620,1,2663
316,30918.217999999993,620,1,2663
317,30918.550000000003,620,1,2663
318,30920.489,620,1,2663
319,30920.617,620,1,2663
320,30922.929000000004,620,1,2663
321,30923.017999999996,620,1,2663
322,30923.152000000002,630,1,2663
323,30929.550000000003,630,1,2663
324,30937.583,630,1,2663
325,30937.737999999998,630,1,2663
326,30941.842000000004,630,1,2663
327,30943.414999999994,630,1,2663
328,30944.270999999993,630,1,2663
329,30945.153000000006,630,1,2663
330,30946.142000000007,645,1,2663
331,30950.504,630,1,2663
332,30952.884000000005,630,1,2663
333,30954.937000000005,630,1,2663
334,30957.324999999997,645,1,2663
335,30957.789000000004,630,1,2663
336,30959.785000000003,625,1,2663
337,30961.607999999993,630,1,2663
338,30962.255999999994,630,1,2663
339,30964.678,630,1,2663
340,30967.03,630,1,2663
341,30967.193,655,1,2663
342,30969.373999999996,625,1,2663
343,30970.349000000002,645,-1,2663
344,30972.5,625,1,2663
345,30974.633,625,1,2663
346,30985.479999999996,620,-1,2663
347,30986.142000000007,620,-1,2663
348,30988.285999999993,620,-1,2663
349,30989.535999999993,620,-1,2663
350,30991.914999999994,620,-1,2663
351,30991.967000000004,615,-1,2663
352,30997.341,625,1,2663
353,31008.740999999995,645,-1,2663
354,31013.729999999996,625,1,2663
355,31016.835999999996,635,-1,2663
356,31017.641000000003,625,-1,2663
357,31022.229999999996,635,-1,2663
358,31023.820999999996,635,-1,2663
359,31024.717000000004,635,-1,2663
360,31029.993000000002,620,-1,2663
361,31030.471000000005,625,1,2663
362,31032.960999999996,635,1,2663
363,31033.710999999996,620,-1,2663
364,31034.005999999994,635,1,2663
365,31041.462,630,1,2663
366,31046.875,630,1,2663
367,31062.694000000003,625,-1,2663
368,31065.604000000007,625,-1,2663
369,31067.967999999993,620,-1,2663
370,31068.770000000004,630,1,2663
371,31070.347999999998,620,-1,2663
372,31070.811,635,-1,2663
373,31072.747000000003,635,-1,2663
374,31074.178,630,1,2663
375,31075.126999999993,620,-1,2663
376,31077.494999999995,635,-1,2663
377,31079.853000000003,620,-1,2663
378,31083.025999999998,615,-1,2663
379,31155.983999999997,620,-1,2664
380,31156.100000000006,630,1,2664
381,31156.513999999996,630,1,2664
382,31160.952000000005,630,1,2664
383,31161.305999999997,630,1,2664
384,31162.398,620,-1,2664
385,31165.407000000007,620,1,2664
386,31168.451,630,1,2664
387,31170.413,620,-1,2664
388,31172.017000000007,600,1,2664
389,31175.184999999998,620,-1,2664
390,31177.611000000004,600,-1,2664
391,31178.0,605,-1,2664
392,31178.350000000006,600,-1,2664
393,31178.710000000006,600,-1,2664
394,31179.144,620,-1,2664
395,31181.308999999994,605,-1,2664
396,31181.350999999995,630,1,2664
397,31181.490999999995,620,-1,2664
398,31182.106,630,1,2664
399,31183.433000000005,605,-1,2664
400,31185.865999999995,620,-1,2664
401,31186.597999999998,630,1,2664
402,31187.843999999997,610,-1,2664
403,31188.255000000005,605,-1,2664
404,31190.698000000004,620,-1,2664
405,31192.559999999998,610,-1,2664
406,31192.993000000002,610,-1,2664
407,31193.129,610,-1,2664
408,31193.539999999994,620,-1,2664
409,31193.971000000005,610,-1,2664
410,31194.342000000004,600,-1,2664
411,31196.051999999996,620,-1,2664
412,31198.683000000005,620,-1,2664
413,31207.157000000007,610,-1,2664
414,31208.687999999995,610,-1,2664
415,31209.842999999993,610,-1,2664
416,31213.327999999994,620,-1,2664
417,31214.759999999995,610,-1,2664
418,31224.235,620,-1,2664
419,31226.881999999998,625,1,2664
420,31230.979999999996,625,1,2664
421,31236.062000000005,625,1,2664
422,31257.795,625,1,2664
423,31260.081000000006,625,1,2664
424,31260.237999999998,630,1,2664
425,31260.543000000005,630,1,2664
426,31261.085000000006,650,-1,2664
427,31262.391000000003,630,-1,2664
428,31262.997000000003,625,-1,2664
429,31263.936,625,-1,2664
430,31264.599000000002,625,-1,2664
431,31279.164000000004,625,-1,2664
432,31287.051999999996,625,1,2664
433,31289.301999999996,630,1,2664
434,31291.661999999997,630,1,2664
435,31292.490000000005,625,1,2664
436,31293.350000000006,630,1,2664
437,31294.630000000005,625,1,2664
438,31296.717999999993,630,1,2664
439,31298.944000000003,625,-1,2664
440,31299.126000000004,630,1,2664
441,31302.987999999998,625,-1,2664
442,31303.524999999994,630,1,2664
443,31303.921000000002,625,-1,2664
444,31306.377999999997,630,1,2664
445,31306.683999999994,625,-1,2664
446,31309.119000000006,625,1,2664
447,31314.107000000004,625,1,2664
448,31317.314,625,1,2664
449,31318.224000000002,620,-1,2664
450,31321.042,625,-1,2664
451,31327.216,625,-1,2664
452,31333.444000000003,620,-1,2664
453,31337.342000000004,625,1,2664
454,31337.682,620,-1,2664
455,31343.743000000002,625,-1,2664
456,31345.441999999995,620,-1,2664
457,31347.121,620,-1,2664
458,31347.926999999996,630,1,2664
459,31348.277000000002,620,-1,2664
460,31349.702000000005,625,-1,2664
461,31354.634999999995,620,-1,2664
462,31367.839000000007,625,-1,2664
463,31368.498999999996,610,-1,2664
464,31460.785999999993,605,1,2665
465,31463.808000000005,605,1,2665
466,31466.971000000005,620,-1,2665
467,31469.532000000007,620,-1,2665
468,31472.270999999993,620,-1,2665
469,31474.812000000005,610,-1,2665
470,31479.214000000007,610,-1,2665
471,31481.944000000003,605,1,2665
472,31484.5,605,1,2665
473,31486.838000000003,605,1,2665
474,31505.778999999995,620,-1,2665
475,31512.838000000003,625,1,2665
476,31513.292,625,1,2665
477,31514.816999999995,625,-1,2665
478,31515.536999999997,625,-1,2665
479,31517.342000000004,625,-1,2665
480,31519.193,625,-1,2665
481,31523.785000000003,620,-1,2665
482,31527.479999999996,620,-1,2665
483,31528.482999999993,620,-1,2665
484,31533.343999999997,625,1,2665
485,31534.615999999995,620,-1,2665
486,31534.833,625,1,2665
487,31538.391000000003,625,-1,2665
488,31538.979999999996,620,-1,2665
489,31541.353000000003,610,-1,2665
490,31542.134999999995,615,1,2665
491,31545.600999999995,615,-1,2665
492,31545.722999999998,610,-1,2665
493,31550.053,620,-1,2665
494,31552.413,615,-1,2665
495,31554.804000000004,610,-1,2665
496,31555.293999999994,625,1,2665
497,31558.331999999995,605,1,2665
498,31559.073000000004,615,1,2665
499,31560.206999999995,605,1,2665
500,31560.562999999995,625,1,2665
501,31560.782999999996,615,1,2665
502,31560.974000000002,630,1,2665
503,31562.085999999996,625,-1,2665
504,31562.879,625,-1,2665
505,31563.251000000004,625,-1,2665
506,31564.475999999995,625,-1,2665
507,31565.736000000004,625,-1,2665
508,31566.816999999995,620,-1,2665
509,31569.338000000003,625,-1,2665
510,31571.732999999993,620,-1,2665
511,31574.111999999994,625,-1,2665
512,31576.513999999996,625,-1,2665
513,31578.190000000002,625,-1,2665
514,31578.903999999995,625,-1,2665
515,31581.327000000005,625,-1,2665
516,31581.921000000002,625,-1,2665
517,31582.115000000005,630,1,2665
518,31582.906000000003,630,1,2665
519,31598.528999999995,630,-1,2665
520,31598.646999999997,630,-1,2665
521,31598.698000000004,630,-1,2665
522,31600.986999999994,630,-1,2665
523,31603.871,630,-1,2665
524,31606.349000000002,630,-1,2665
525,31609.138999999996,630,-1,2665
526,31610.857000000004,635,1,2665
527,31611.701,630,-1,2665
528,31614.126999999993,630,-1,2665
529,31616.532000000007,630,-1,2665
530,31618.876999999993,630,-1,2665
531,31621.281000000003,630,-1,2665
532,31622.341,630,-1,2665
533,31622.967000000004,630,-1,2665
534,31624.199999999997,630,-1,2665
535,31626.595,630,-1,2665
536,31628.964999999997,630,-1,2665
537,31629.618000000002,635,1,2665
538,31629.86,640,1,2665
539,31630.22,640,1,2665
540,31630.509999999995,650,1,2665
541,31630.985,650,1,2665
542,31631.368000000002,630,-1,2665
543,31631.562000000005,650,1,2665
544,31632.032000000007,660,1,2665
545,31632.664999999994,675,1,2665
546,31633.650999999998,680,-1,2665
547,31633.937999999995,630,-1,2665
548,31634.213000000003,630,-1,2665
549,31635.440000000002,640,1,2665
550,31636.501999999993,625,-1,2665
551,31708.972999999998,630,1,2666
552,31715.690000000002,630,1,2666
553,31720.106,630,1,2666
554,31720.528000000006,620,-1,2666
555,31723.039999999994,630,1,2666
556,31725.902000000002,625,1,2666
557,31726.333,625,1,2666
558,31726.547999999995,625,1,2666
559,31726.72,625,1,2666
560,31726.952999999994,625,1,2666
561,31727.314,625,1,2666
562,31727.686,625,1,2666
563,31728.054000000004,625,1,2666
564,31729.903999999995,650,-1,2666
565,31730.342999999993,650,-1,2666
566,31730.47,625,-1,2666
567,31730.833,625,-1,2666
568,31731.399999999994,630,1,2666
569,31735.793000000005,630,1,2666
570,31736.171000000002,640,1,2666
571,31746.456000000006,625,-1,2666
572,31767.911999999997,620,-1,2666
573,31768.486000000004,630,1,2666
574,31768.725000000006,630,1,2666
575,31769.136,630,1,2666
576,31769.212,630,1,2666
577,31770.343999999997,635,1,2666
578,31773.585000000006,620,-1,2666
579,31780.701,620,-1,2666
580,31783.710000000006,635,1,2666
581,31785.252999999997,635,1,2666
582,31786.232000000004,635,1,2666
583,31816.89,625,-1,2666
584,31821.475999999995,625,-1,2666
585,31821.929000000004,625,-1,2666
586,31822.365000000005,625,-1,2666
587,31834.205,625,-1,2666
588,31834.227,635,1,2666
589,31834.357000000004,635,1,2666
590,31834.383,635,1,2666
591,31834.403000000006,635,1,2666
592,31834.448000000004,635,1,2666
593,31836.774999999994,625,-1,2666
594,31837.247000000003,635,-1,2666
595,31837.638999999996,625,-1,2666
596,31837.989,625,-1,2666
597,31839.493000000002,640,1,2666
598,31839.887000000002,640,1,2666
599,31853.508,645,1,2666
600,31858.479000000007,630,1,2666
601,31862.297999999995,630,1,2666
602,31866.319000000003,645,-1,2666
603,31868.846000000005,645,-1,2666
604,31871.274999999994,645,-1,2666
605,31872.369999999995,645,-1,2666
606,31873.921000000002,645,-1,2666
607,31875.637000000002,645,-1,2666
608,31876.523,650,1,2666
609,31877.691000000006,645,-1,2666
610,31880.97,630,1,2666
611,31956.152000000002,595,-1,2667
612,31960.736000000004,600,-1,2667
613,31961.214000000007,605,1,2667
614,31963.293000000005,595,-1,2667
615,31965.717999999993,595,-1,2667
616,31966.078999999998,605,1,2667
617,31968.282000000007,605,-1,2667
618,31969.645999999993,605,1,2667
619,31970.937999999995,595,-1,2667
620,31973.043000000005,610,-1,2667
621,31977.649999999994,620,1,2667
622,31979.388999999996,610,-1,2667
623,31981.841,610,-1,2667
624,31984.229999999996,610,-1,2667
625,31986.626000000004,610,-1,2667
626,31987.410000000003,620,1,2667
627,31992.206000000006,610,-1,2667
628,31993.318,610,-1,2667
629,31994.602,620,1,2667
630,31996.659,615,-1,2667
631,31997.516000000003,610,-1,2667
632,31999.055999999997,615,-1,2667
633,32001.549,620,1,2667
634,32003.941999999995,615,-1,2667
635,32007.266000000003,620,1,2667
636,32012.176000000007,620,1,2667
637,32017.307,620,1,2667
638,32021.740000000005,615,-1,2667
639,32025.72,620,1,2667
640,32026.251999999993,620,1,2667
641,32026.448000000004,620,1,2667
642,32026.591,620,1,2667
643,32028.471000000005,620,-1,2667
644,32031.100000000006,620,-1,2667
645,32032.854000000007,625,1,2667
646,32033.482999999993,620,-1,2667
647,32035.841,620,-1,2667
648,32038.198000000004,620,-1,2667
649,32040.540999999997,620,-1,2667
650,32048.459000000003,625,1,2667
651,32048.691999999995,625,1,2667
652,32048.960000000006,625,1,2667
653,32049.706000000006,625,1,2667
654,32053.012000000002,620,-1,2667
655,32055.373999999996,625,-1,2667
656,32057.725000000006,625,-1,2667
657,32060.142000000007,625,-1,2667
658,32064.578999999998,625,-1,2667
659,32086.068,620,-1,2667
660,32086.092999999993,630,1,2667
661,32086.183000000005,630,1,2667
662,32086.222999999998,625,-1,2667
663,32086.274000000005,620,-1,2667
664,32088.667,630,-1,2667
665,32089.062999999995,625,-1,2667
666,32091.475999999995,630,-1,2667
667,32093.494999999995,625,-1,2667
668,32101.979999999996,645,1,2667
669,32103.403999999995,645,-1,2667
670,32103.455,645,-1,2667
671,32110.850000000006,635,1,2667
672,32111.555999999997,645,1,2667
673,32115.206000000006,645,-1,2667
674,32117.33,645,-1,2667
675,32119.209000000003,645,-1,2667
676,32120.498999999996,640,1,2667
677,32126.020000000004,645,-1,2667
678,32204.962,605,1,2668
679,32207.596999999994,605,-1,2668
680,32209.972999999998,605,-1,2668
681,32212.411999999997,605,-1,2668
682,32214.841,605,-1,2668
683,32217.189,605,-1,2668
684,32219.663,605,-1,2668
685,32225.286999999997,625,1,2668
686,32227.341,625,1,2668
687,32229.799,625,1,2668
688,32232.183999999994,625,1,2668
689,32232.534,625,1,2668
690,32236.232999999993,620,1,2668
691,32236.854000000007,625,1,2668
692,32238.451,630,1,2668
693,32239.083,635,-1,2668
694,32243.047999999995,635,-1,2668
695,32244.096000000005,635,-1,2668
696,32246.933999999994,635,1,2668
697,32267.922999999995,615,-1,2668
698,32268.511,615,-1,2668
699,32268.929000000004,615,-1,2668
700,32269.386,615,-1,2668
701,32272.657999999996,620,1,2668
702,32281.422000000006,635,1,2668
703,32284.611000000004,625,-1,2668
704,32284.934999999998,635,1,2668
705,32288.054999999993,635,-1,2668
706,32294.737999999998,635,-1,2668
707,32295.763000000006,635,-1,2668
708,32296.511,635,-1,2668
709,32296.535999999993,620,-1,2668
710,32300.782000000007,635,1,2668
711,32302.191000000006,620,-1,2668
712,32311.081000000006,635,1,2668
713,32320.706000000006,635,-1,2668
714,32320.758,615,-1,2668
715,32323.551000000007,635,-1,2668
716,32324.062999999995,615,-1,2668
717,32328.967999999993,635,1,2668
718,32329.691000000006,635,-1,2668
719,32330.160999999993,635,-1,2668
720,32337.372000000003,630,1,2668
721,32337.376000000004,635,1,2668
722,32345.653999999995,635,-1,2668
723,32346.774000000005,635,-1,2668
724,32347.786999999997,635,-1,2668
725,32348.689,635,-1,2668
726,32349.967000000004,635,-1,2668
727,32350.611999999994,640,1,2668
728,32353.706000000006,635,-1,2668
729,32354.043000000005,640,1,2668
730,32354.767000000007,635,-1,2668
731,32355.785000000003,635,-1,2668
732,32356.545,635,-1,2668
733,32357.648,635,-1,2668
734,32359.763000000006,635,-1,2668
735,32363.020000000004,635,-1,2668
736,32380.67,635,-1,2668
737,32380.774000000005,635,-1,2668
738,32380.818,635,-1,2668
739,32451.066999999995,605,1,2669
740,32453.948000000004,605,1,2669
741,32457.163,645,-1,2669
742,32459.117,605,1,2669
743,32459.557,655,1,2669
744,32461.769,645,1,2669
745,32466.896999999997,645,-1,2669
746,32471.357999999993,645,1,2669
747,32474.274999999994,640,1,2669
748,32476.941000000006,640,1,2669
749,32479.577999999994,640,1,2669
750,32482.174,635,1,2669
751,32484.687000000005,635,1,2669
752,32487.117,635,1,2669
753,32489.051999999996,625,-1,2669
754,32496.581000000006,625,1,2669
755,32500.615999999995,625,-1,2669
756,32510.793000000005,630,-1,2669
757,32515.778000000006,625,1,2669
758,32530.202000000005,625,1,2669
759,32551.718999999997,625,-1,2669
760,32574.983999999997,625,-1,2669
761,32578.948999999993,625,1,2669
762,32580.171000000002,630,1,2669
763,32582.630999999994,630,1,2669
764,32585.626999999993,625,-1,2669
765,32585.659,630,1,2669
766,32586.03,620,-1,2669
767,32586.504,615,-1,2669
768,32587.214999999997,610,-1,2669
769,32588.127999999997,605,-1,2669
770,32600.714000000007,625,1,2669
771,32601.595,620,1,2669
772,32604.380999999994,625,1,2669
773,32606.164000000004,630,1,2669
774,32609.532999999996,620,-1,2669
775,32610.740999999995,635,1,2669
776,32615.020000000004,625,1,2669
777,32615.17,635,1,2669
778,32617.645999999993,635,1,2669
779,32623.516000000003,625,1,2669
780,32636.421000000002,625,-1,2669
781,32636.474000000002,630,1,2669
782,32710.376000000004,620,-1,2670
783,32712.115000000005,615,1,2670
784,32713.508,615,1,2670
785,32713.948999999993,615,1,2670
786,32714.439,615,1,2670
787,32716.202999999994,625,-1,2670
788,32718.517999999996,600,1,2670
789,32719.14,625,1,2670
790,32726.494999999995,630,1,2670
791,32727.664000000004,625,-1,2670
792,32728.064,615,-1,2670
793,32729.972999999998,625,1,2670
794,32732.368000000002,625,1,2670
795,32738.146999999997,620,-1,2670
796,32743.137000000002,620,1,2670
797,32743.721999999994,615,-1,2670
798,32745.006999999998,615,-1,2670
799,32749.246,615,-1,2670
800,32751.994000000006,620,1,2670
801,32752.873000000007,615,-1,2670
802,32756.023,615,-1,2670
803,32760.627999999997,620,1,2670
804,32761.102,620,1,2670
805,32762.460999999996,615,-1,2670
806,32762.971999999994,620,-1,2670
807,32763.428,615,-1,2670
808,32765.433999999994,615,1,2670
809,32766.857999999993,615,1,2670
810,32767.129,615,1,2670
811,32767.898,615,1,2670
812,32770.331000000006,615,1,2670
813,32770.893,610,-1,2670
814,32772.774999999994,615,1,2670
815,32774.062000000005,615,1,2670
816,32774.232,615,1,2670
817,32775.637,620,-1,2670
818,32775.922000000006,610,-1,2670
819,32777.89,620,1,2670
820,32784.966,620,-1,2670
821,32787.497,620,-1,2670
822,32787.886,615,-1,2670
823,32789.951,620,-1,2670
824,32790.599,615,-1,2670
825,32790.94899999999,610,-1,2670
826,32791.439,620,1,2670
827,32793.815,615,-1,2670
828,32793.895000000004,620,1,2670
829,32795.37699999999,610,-1,2670
