,time,bid_ask,round
114,19513,300,1601
115,19514,300,1601
116,19515,300,1601
117,19516,300,1601
118,19517,300,1601
119,19518,300,1601
120,19519,295,1601
121,19520,295,1601
122,19521,295,1601
123,19522,295,1601
124,19523,295,1601
125,19524,285,1601
126,19525,285,1601
127,19526,285,1601
128,19527,285,1601
129,19528,285,1601
130,19529,285,1601
131,19530,285,1601
132,19531,285,1601
133,19532,285,1601
134,19533,285,1601
135,19534,285,1601
136,19535,270,1601
137,19536,270,1601
138,19537,270,1601
139,19538,270,1601
140,19539,270,1601
141,19540,270,1601
142,19541,270,1601
143,19542,270,1601
144,19543,270,1601
145,19544,270,1601
146,19545,270,1601
147,19546,270,1601
148,19547,270,1601
149,19548,270,1601
150,19549,280,1601
151,19550,305,1601
152,19551,255,1601
153,19552,255,1601
154,19553,255,1601
155,19554,225,1601
156,19555,225,1601
157,19556,225,1601
158,19557,225,1601
159,19558,225,1601
160,19559,225,1601
161,19560,225,1601
162,19561,225,1601
163,19562,225,1601
164,19563,225,1601
165,19564,220,1601
166,19565,220,1601
167,19566,220,1601
168,19567,220,1601
169,19568,220,1601
170,19569,220,1601
171,19570,180,1601
172,19571,180,1601
173,19572,180,1601
174,19573,180,1601
175,19574,180,1601
176,19575,180,1601
177,19576,180,1601
178,19577,180,1601
179,19578,175,1601
180,19579,175,1601
181,19580,175,1601
182,19581,175,1601
183,19582,175,1601
184,19583,175,1601
185,19584,175,1601
186,19585,175,1601
187,19586,175,1601
188,19587,175,1601
189,19588,175,1601
190,19589,5,1601
191,19590,5,1601
192,19591,5,1601
193,19592,5,1601
194,19593,175,1601
195,19594,175,1601
196,19595,175,1601
197,19596,175,1601
198,19597,175,1601
199,19598,175,1601
200,19599,175,1601
201,19600,175,1601
202,19601,175,1601
203,19602,175,1601
204,19603,175,1601
205,19604,175,1601
206,19605,175,1601
207,19606,205,1601
208,19607,205,1601
209,19608,205,1601
210,19609,385,1601
211,19610,190,1601
212,19611,190,1601
213,19612,190,1601
214,19613,385,1601
215,19614,385,1601
216,19615,385,1601
217,19616,385,1601
218,19617,385,1601
219,19618,385,1601
220,19619,385,1601
221,19620,385,1601
222,19621,385,1601
223,19622,390,1601
224,19623,390,1601
225,19624,390,1601
226,19625,390,1601
227,19626,390,1601
228,19627,390,1601
229,19628,390,1601
230,19629,390,1601
231,19630,390,1601
232,19631,390,1601
233,19632,390,1601
234,19633,385,1601
235,19634,385,1601
236,19635,385,1601
237,19636,385,1601
238,19637,385,1601
239,19638,385,1601
240,19639,165,1601
241,19640,165,1601
242,19641,165,1601
243,19642,165,1601
244,19643,165,1601
245,19644,165,1601
246,19645,165,1601
247,19646,165,1601
248,19647,165,1601
249,19648,165,1601
250,19649,165,1601
251,19650,165,1601
252,19651,165,1601
253,19652,165,1601
254,19653,165,1601
255,19654,165,1601
256,19655,165,1601
257,19656,160,1601
258,19657,160,1601
259,19658,160,1601
260,19659,160,1601
261,19660,160,1601
262,19661,160,1601
263,19662,160,1601
264,19663,80,1601
265,19664,80,1601
266,19665,80,1601
267,19666,145,1601
268,19667,145,1601
269,19668,145,1601
270,19669,145,1601
271,19670,145,1601
272,19671,145,1601
273,19672,10,1601
274,19673,10,1601
275,19674,10,1601
276,19675,10,1601
277,19676,10,1601
278,19677,10,1601
279,19678,145,1601
280,19679,145,1601
281,19680,135,1601
282,19681,135,1601
283,19682,135,1601
284,19683,135,1601
285,19684,135,1601
286,19685,135,1601
287,19686,135,1601
288,19687,135,1601
289,19688,135,1601
290,19689,135,1601
291,19690,135,1601
292,19691,135,1601
293,19692,135,1601
294,19693,-1,1601
295,19694,-1,1601
296,19695,-1,1601
297,19696,-1,1601
298,19697,-1,1601
299,19698,-1,1601
300,19699,-1,1601
301,19700,-1,1601
302,19701,-1,1601
303,19702,-1,1601
304,19703,-1,1601
305,19704,-1,1601
306,19705,-1,1601
307,19706,-1,1601
308,19707,-1,1601
309,19708,-1,1601
310,19709,-1,1601
311,19710,-1,1601
312,19711,-1,1601
313,19712,-1,1601
314,19713,-1,1601
315,19975,-1,1602
316,19976,-1,1602
317,19977,-1,1602
318,19978,40,1602
319,19979,10,1602
320,19980,10,1602
321,19981,10,1602
322,19982,10,1602
323,19983,-1,1602
324,19984,-1,1602
325,19985,-1,1602
326,19986,-1,1602
327,19987,40,1602
328,19988,10,1602
329,19989,10,1602
330,19990,-1,1602
331,19991,-1,1602
332,19992,30,1602
333,19993,30,1602
334,19994,30,1602
335,19995,10,1602
336,19996,10,1602
337,19997,10,1602
338,19998,10,1602
339,19999,10,1602
340,20000,10,1602
341,20001,10,1602
342,20002,10,1602
343,20003,10,1602
344,20004,10,1602
345,20005,10,1602
346,20006,10,1602
347,20007,10,1602
348,20008,10,1602
349,20009,10,1602
350,20010,25,1602
351,20011,25,1602
352,20012,10,1602
353,20013,10,1602
354,20014,10,1602
355,20015,10,1602
356,20016,10,1602
357,20017,10,1602
358,20018,10,1602
359,20019,5,1602
360,20020,5,1602
361,20021,5,1602
362,20022,10,1602
363,20023,10,1602
364,20024,10,1602
365,20025,10,1602
366,20026,10,1602
367,20027,10,1602
368,20028,10,1602
369,20029,10,1602
370,20030,10,1602
371,20031,10,1602
372,20032,10,1602
373,20033,10,1602
374,20034,10,1602
375,20035,10,1602
376,20036,10,1602
377,20037,10,1602
378,20038,10,1602
379,20039,10,1602
380,20040,10,1602
381,20041,10,1602
382,20042,10,1602
383,20043,10,1602
384,20044,10,1602
385,20045,10,1602
386,20046,10,1602
387,20047,10,1602
388,20048,10,1602
389,20049,10,1602
390,20050,10,1602
391,20051,10,1602
392,20052,10,1602
393,20053,10,1602
394,20054,10,1602
395,20055,10,1602
396,20056,10,1602
397,20057,10,1602
398,20058,10,1602
399,20059,10,1602
400,20060,10,1602
401,20061,10,1602
402,20062,10,1602
403,20063,10,1602
404,20064,10,1602
405,20065,10,1602
406,20066,10,1602
407,20067,10,1602
408,20068,10,1602
409,20069,10,1602
410,20070,10,1602
411,20071,10,1602
412,20072,10,1602
413,20073,50,1602
414,20074,40,1602
415,20075,5,1602
416,20076,5,1602
417,20077,40,1602
418,20078,40,1602
419,20079,5,1602
420,20080,40,1602
421,20081,40,1602
422,20082,5,1602
423,20083,40,1602
424,20084,40,1602
425,20085,0,1602
426,20086,5,1602
427,20087,5,1602
428,20088,5,1602
429,20089,5,1602
430,20090,5,1602
431,20091,5,1602
432,20092,5,1602
433,20093,5,1602
434,20094,5,1602
435,20095,5,1602
436,20096,5,1602
437,20097,5,1602
438,20098,5,1602
439,20099,5,1602
440,20100,5,1602
441,20101,5,1602
442,20102,5,1602
443,20103,5,1602
444,20104,5,1602
445,20105,5,1602
446,20106,5,1602
447,20107,5,1602
448,20108,5,1602
449,20109,5,1602
450,20110,5,1602
451,20111,5,1602
452,20112,5,1602
453,20113,5,1602
454,20114,5,1602
455,20115,5,1602
456,20116,5,1602
457,20117,5,1602
458,20118,5,1602
459,20119,5,1602
460,20120,5,1602
461,20121,5,1602
462,20122,40,1602
463,20123,40,1602
464,20124,30,1602
465,20125,30,1602
466,20126,30,1602
467,20127,30,1602
468,20128,30,1602
469,20129,30,1602
470,20130,30,1602
471,20131,30,1602
472,20132,30,1602
473,20133,30,1602
474,20134,30,1602
475,20135,30,1602
476,20136,30,1602
477,20137,25,1602
478,20138,25,1602
479,20139,25,1602
480,20140,25,1602
481,20141,25,1602
482,20142,25,1602
483,20143,25,1602
484,20144,25,1602
485,20145,25,1602
486,20146,25,1602
487,20147,25,1602
488,20148,25,1602
489,20149,25,1602
490,20150,25,1602
491,20151,25,1602
492,20152,25,1602
493,20153,25,1602
494,20154,10,1602
495,20155,10,1602
496,20156,10,1602
497,20157,10,1602
498,20158,10,1602
499,20159,10,1602
500,20160,10,1602
501,20161,10,1602
502,20162,10,1602
503,20163,10,1602
504,20164,10,1602
505,20165,10,1602
506,20166,10,1602
507,20167,10,1602
508,20168,10,1602
509,20169,10,1602
510,20170,10,1602
511,20171,10,1602
512,20172,10,1602
513,20173,10,1602
514,20174,10,1602
515,20175,10,1602
516,20176,10,1602
517,20177,10,1602
518,20178,10,1602
519,20179,10,1602
520,20180,10,1602
521,20181,10,1602
522,20182,10,1602
523,20183,10,1602
524,20184,20,1602
525,20185,10,1602
526,20186,10,1602
527,20187,10,1602
528,20188,10,1602
529,20189,10,1602
530,20190,10,1602
531,20191,10,1602
532,20192,10,1602
533,20193,10,1602
534,20194,10,1602
535,20195,10,1602
536,20196,10,1602
537,20197,20,1602
538,20198,20,1602
539,20199,20,1602
540,20200,20,1602
541,20201,20,1602
542,20202,20,1602
543,20203,20,1602
544,20204,20,1602
545,20205,20,1602
546,20206,20,1602
547,20207,20,1602
548,20208,20,1602
549,20209,20,1602
550,20210,20,1602
551,20211,20,1602
552,20212,20,1602
553,20213,20,1602
554,20214,20,1602
555,20215,10,1602
556,20216,10,1602
557,20217,25,1602
558,20218,25,1602
559,20219,25,1602
560,20220,25,1602
561,20221,25,1602
562,20222,25,1602
563,20223,25,1602
564,20224,25,1602
565,20225,25,1602
566,20226,0,1602
567,20227,15,1602
568,20228,15,1602
569,20229,15,1602
570,20230,15,1602
571,20231,15,1602
572,20232,25,1602
573,20233,25,1602
574,20234,25,1602
575,20235,25,1602
576,20236,25,1602
577,20237,25,1602
578,20238,10,1602
579,20239,10,1602
580,20240,10,1602
581,20241,25,1602
582,20242,25,1602
583,20243,70,1602
584,20244,70,1602
585,20245,-1,1602
586,20246,-1,1602
587,20247,-1,1602
588,20412,-1,1603
589,20413,-1,1603
590,20414,-1,1603
591,20415,-1,1603
592,20416,-1,1603
593,20417,-1,1603
594,20418,-1,1603
595,20419,-1,1603
596,20420,-1,1603
597,20421,-1,1603
598,20422,-1,1603
599,20423,-1,1603
600,20424,-1,1603
601,20425,-1,1603
602,20426,-1,1603
603,20427,-1,1603
604,20428,-1,1603
605,20429,-1,1603
606,20430,-1,1603
607,20431,-1,1603
608,20432,-1,1603
609,20433,-1,1603
610,20434,-1,1603
611,20435,-1,1603
612,20436,-1,1603
613,20437,-1,1603
614,20438,245,1603
615,20439,235,1603
616,20440,235,1603
617,20441,235,1603
618,20442,220,1603
619,20443,220,1603
620,20444,220,1603
621,20445,180,1603
622,20446,180,1603
623,20447,180,1603
624,20448,180,1603
625,20449,180,1603
626,20450,115,1603
627,20451,115,1603
628,20452,115,1603
629,20453,115,1603
630,20454,115,1603
631,20455,115,1603
632,20456,115,1603
633,20457,115,1603
634,20458,115,1603
635,20459,115,1603
636,20460,115,1603
637,20461,115,1603
638,20462,135,1603
639,20463,135,1603
640,20464,135,1603
641,20465,135,1603
642,20466,135,1603
643,20467,180,1603
644,20468,180,1603
645,20469,180,1603
646,20470,30,1603
647,20471,30,1603
648,20472,30,1603
649,20473,-1,1603
650,20474,-1,1603
651,20475,-1,1603
652,20476,-1,1603
653,20477,-1,1603
654,20478,-1,1603
655,20479,-1,1603
656,20480,-1,1603
657,20481,425,1603
658,20482,425,1603
659,20483,425,1603
660,20484,425,1603
661,20485,425,1603
662,20486,470,1603
663,20487,355,1603
664,20488,355,1603
665,20489,355,1603
666,20490,355,1603
667,20491,355,1603
668,20492,355,1603
669,20493,355,1603
670,20494,-1,1603
671,20495,135,1603
672,20496,135,1603
673,20497,135,1603
674,20498,135,1603
675,20499,135,1603
676,20500,135,1603
677,20501,135,1603
678,20502,135,1603
679,20503,135,1603
680,20504,80,1603
681,20505,80,1603
682,20506,5,1603
683,20507,120,1603
684,20508,55,1603
685,20509,55,1603
686,20510,10,1603
687,20511,10,1603
688,20512,10,1603
689,20513,55,1603
690,20514,55,1603
691,20515,30,1603
692,20516,30,1603
693,20517,30,1603
694,20518,30,1603
695,20519,30,1603
696,20520,30,1603
697,20521,30,1603
698,20522,30,1603
699,20523,30,1603
700,20524,30,1603
701,20525,30,1603
702,20526,30,1603
703,20527,30,1603
704,20528,30,1603
705,20529,30,1603
706,20530,30,1603
707,20531,25,1603
708,20532,25,1603
709,20533,25,1603
710,20534,25,1603
711,20535,25,1603
712,20536,25,1603
713,20537,25,1603
714,20538,25,1603
715,20539,25,1603
716,20540,25,1603
717,20541,25,1603
718,20542,25,1603
719,20543,25,1603
720,20544,25,1603
721,20545,25,1603
722,20546,25,1603
723,20547,25,1603
724,20548,25,1603
725,20549,25,1603
726,20550,25,1603
727,20551,25,1603
728,20552,25,1603
729,20553,25,1603
730,20554,25,1603
731,20555,25,1603
732,20556,25,1603
733,20557,25,1603
734,20558,20,1603
735,20559,20,1603
736,20560,20,1603
737,20561,20,1603
738,20562,20,1603
739,20563,20,1603
740,20564,20,1603
741,20565,20,1603
742,20566,20,1603
743,20567,20,1603
744,20568,20,1603
745,20569,20,1603
746,20570,20,1603
747,20571,20,1603
748,20572,10,1603
749,20573,10,1603
750,20574,10,1603
751,20575,10,1603
752,20576,10,1603
753,20577,10,1603
754,20578,10,1603
755,20579,10,1603
756,20580,10,1603
757,20581,10,1603
758,20582,-1,1603
759,20583,-1,1603
760,20584,-1,1603
761,20585,-1,1603
762,20586,-1,1603
763,20587,-1,1603
764,20588,-1,1603
765,20589,-1,1603
766,20590,-1,1603
767,20591,-1,1603
768,20592,-1,1603
769,20593,-1,1603
770,20594,-1,1603
771,20595,60,1603
772,20596,60,1603
773,20597,55,1603
774,20598,55,1603
775,20599,55,1603
776,20600,55,1603
777,20601,55,1603
778,20602,55,1603
779,20603,55,1603
780,20604,55,1603
781,20605,55,1603
782,20606,55,1603
783,20607,55,1603
784,20608,55,1603
785,20609,55,1603
786,20610,55,1603
787,20611,55,1603
788,20612,55,1603
789,20613,60,1603
790,20614,60,1603
791,20615,60,1603
792,20616,60,1603
793,20617,60,1603
794,20618,60,1603
795,20619,60,1603
796,20620,60,1603
797,20621,60,1603
798,20622,-1,1603
799,20623,-1,1603
800,20624,-1,1603
801,20625,-1,1603
802,20626,-1,1603
803,20627,-1,1603
804,20628,-1,1603
805,20629,-1,1603
806,20630,-1,1603
807,20631,-1,1603
808,20632,-1,1603
809,20633,-1,1603
810,20634,-1,1603
811,20635,-1,1603
812,20636,-1,1603
813,20637,-1,1603
814,20638,-1,1603
815,20639,-1,1603
816,20640,-1,1603
817,20641,-1,1603
818,20642,-1,1603
819,20643,-1,1603
820,20644,-1,1603
821,20645,-1,1603
822,20646,-1,1603
823,20647,-1,1603
824,20648,10,1603
825,20649,10,1603
826,20650,10,1603
827,20651,-1,1603
828,20652,-1,1603
829,20653,-1,1603
830,20654,-1,1603
831,20655,-1,1603
832,20656,-1,1603
833,20657,-1,1603
834,20658,-1,1603
835,20799,-1,1604
836,20800,-1,1604
837,20801,-1,1604
838,20802,-1,1604
839,20803,-1,1604
840,20804,70,1604
841,20805,70,1604
842,20806,60,1604
843,20807,60,1604
844,20808,60,1604
845,20809,60,1604
846,20810,60,1604
847,20811,60,1604
848,20812,60,1604
849,20813,60,1604
850,20814,60,1604
851,20815,60,1604
852,20816,155,1604
853,20817,155,1604
854,20818,155,1604
855,20819,40,1604
856,20820,40,1604
857,20821,40,1604
858,20822,40,1604
859,20823,125,1604
860,20824,125,1604
861,20825,125,1604
862,20826,125,1604
863,20827,155,1604
864,20828,155,1604
865,20829,155,1604
866,20830,155,1604
867,20831,155,1604
868,20832,155,1604
869,20833,155,1604
870,20834,155,1604
871,20835,150,1604
872,20836,150,1604
873,20837,150,1604
874,20838,150,1604
875,20839,150,1604
876,20840,150,1604
877,20841,150,1604
878,20842,150,1604
879,20843,150,1604
880,20844,150,1604
881,20845,150,1604
882,20846,150,1604
883,20847,150,1604
884,20848,135,1604
885,20849,135,1604
886,20850,135,1604
887,20851,-1,1604
888,20852,-1,1604
889,20853,85,1604
890,20854,85,1604
891,20855,85,1604
892,20856,85,1604
893,20857,85,1604
894,20858,85,1604
895,20859,85,1604
896,20860,100,1604
897,20861,100,1604
898,20862,100,1604
899,20863,100,1604
900,20864,100,1604
901,20865,100,1604
902,20866,100,1604
903,20867,100,1604
904,20868,95,1604
905,20869,95,1604
906,20870,95,1604
907,20871,95,1604
908,20872,95,1604
909,20873,95,1604
910,20874,95,1604
911,20875,95,1604
912,20876,95,1604
913,20877,95,1604
914,20878,95,1604
915,20879,95,1604
916,20880,95,1604
917,20881,95,1604
918,20882,95,1604
919,20883,95,1604
920,20884,95,1604
921,20885,95,1604
922,20886,95,1604
923,20887,95,1604
924,20888,95,1604
925,20889,90,1604
926,20890,90,1604
927,20891,90,1604
928,20892,90,1604
929,20893,55,1604
930,20894,55,1604
931,20895,90,1604
932,20896,90,1604
933,20897,90,1604
934,20898,90,1604
935,20899,90,1604
936,20900,90,1604
937,20901,90,1604
938,20902,90,1604
939,20903,90,1604
940,20904,90,1604
941,20905,55,1604
942,20906,55,1604
943,20907,55,1604
944,20908,-1,1604
945,20909,-1,1604
946,20910,-1,1604
947,20911,-1,1604
948,20912,-1,1604
949,20913,-1,1604
950,20914,-1,1604
951,20915,-1,1604
952,20916,80,1604
953,20917,5,1604
954,20918,5,1604
955,20919,80,1604
956,20920,80,1604
957,20921,80,1604
958,20922,-1,1604
959,20923,-1,1604
960,20924,-1,1604
961,20925,-1,1604
962,20926,-1,1604
963,20927,-1,1604
964,20928,-1,1604
965,20929,-1,1604
966,20930,-1,1604
967,20931,-1,1604
968,20932,-1,1604
969,20933,80,1604
970,20934,80,1604
971,20935,80,1604
972,20936,80,1604
973,20937,80,1604
974,20938,70,1604
975,20939,80,1604
976,20940,85,1604
977,20941,85,1604
978,20942,85,1604
979,20943,80,1604
980,20944,80,1604
981,20945,80,1604
982,20946,80,1604
983,20947,80,1604
984,20948,80,1604
985,20949,80,1604
986,20950,80,1604
987,20951,80,1604
988,20952,80,1604
989,20953,80,1604
990,20954,80,1604
991,20955,80,1604
992,20956,80,1604
993,20957,70,1604
994,20958,70,1604
995,20959,70,1604
996,20960,70,1604
997,20961,70,1604
998,20962,70,1604
999,20963,70,1604
1000,20964,70,1604
1001,20965,70,1604
1002,20966,70,1604
1003,20967,70,1604
1004,20968,70,1604
1005,20969,65,1604
1006,20970,65,1604
1007,20971,65,1604
1008,20972,65,1604
1009,20973,70,1604
1010,20974,70,1604
1011,20975,70,1604
1012,20976,70,1604
1013,20977,70,1604
1014,20978,70,1604
1015,20979,70,1604
1016,20980,70,1604
1017,20981,70,1604
1018,20982,70,1604
1019,20983,70,1604
1020,20984,70,1604
1021,20985,70,1604
1022,20986,70,1604
1023,20987,70,1604
1024,20988,80,1604
1025,20989,80,1604
1026,20990,80,1604
1027,20991,80,1604
1028,20992,80,1604
1029,20993,80,1604
1030,20994,80,1604
1031,20995,80,1604
1032,20996,80,1604
1033,20997,80,1604
1034,20998,-1,1604
1035,21154,-1,1605
1036,21155,-1,1605
1037,21156,-1,1605
1038,21157,-1,1605
1039,21158,-1,1605
1040,21159,-1,1605
1041,21160,-1,1605
1042,21161,-1,1605
1043,21162,-1,1605
1044,21163,-1,1605
1045,21164,-1,1605
1046,21165,-1,1605
1047,21166,-1,1605
1048,21167,-1,1605
1049,21168,-1,1605
1050,21169,-1,1605
1051,21170,-1,1605
1052,21171,-1,1605
1053,21172,-1,1605
1054,21173,-1,1605
1055,21174,-1,1605
1056,21175,-1,1605
1057,21176,-1,1605
1058,21177,-1,1605
1059,21178,-1,1605
1060,21179,-1,1605
1061,21180,-1,1605
1062,21181,-1,1605
1063,21182,-1,1605
1064,21183,-1,1605
1065,21184,-1,1605
1066,21185,-1,1605
1067,21186,-1,1605
1068,21187,-1,1605
1069,21188,-1,1605
1070,21189,-1,1605
1071,21190,-1,1605
1072,21191,-1,1605
1073,21192,-1,1605
1074,21193,-1,1605
1075,21194,-1,1605
1076,21195,105,1605
1077,21196,105,1605
1078,21197,105,1605
1079,21198,105,1605
1080,21199,105,1605
1081,21200,105,1605
1082,21201,105,1605
1083,21202,105,1605
1084,21203,105,1605
1085,21204,105,1605
1086,21205,105,1605
1087,21206,105,1605
1088,21207,105,1605
1089,21208,105,1605
1090,21209,105,1605
1091,21210,105,1605
1092,21211,105,1605
1093,21212,105,1605
1094,21213,105,1605
1095,21214,105,1605
1096,21215,105,1605
1097,21216,105,1605
1098,21217,95,1605
1099,21218,95,1605
1100,21219,95,1605
1101,21220,95,1605
1102,21221,90,1605
1103,21222,90,1605
1104,21223,90,1605
1105,21224,90,1605
1106,21225,90,1605
1107,21226,90,1605
1108,21227,85,1605
1109,21228,85,1605
1110,21229,85,1605
1111,21230,85,1605
1112,21231,85,1605
1113,21232,85,1605
1114,21233,85,1605
1115,21234,85,1605
1116,21235,85,1605
1117,21236,85,1605
1118,21237,85,1605
1119,21238,85,1605
1120,21239,85,1605
1121,21240,85,1605
1122,21241,85,1605
1123,21242,85,1605
1124,21243,85,1605
1125,21244,85,1605
1126,21245,85,1605
1127,21246,85,1605
1128,21247,85,1605
1129,21248,85,1605
1130,21249,85,1605
1131,21250,85,1605
1132,21251,85,1605
1133,21252,85,1605
1134,21253,85,1605
1135,21254,75,1605
1136,21255,75,1605
1137,21256,75,1605
1138,21257,75,1605
1139,21258,75,1605
1140,21259,75,1605
1141,21260,75,1605
1142,21261,70,1605
1143,21262,70,1605
1144,21263,70,1605
1145,21264,70,1605
1146,21265,70,1605
1147,21266,70,1605
1148,21267,70,1605
1149,21268,70,1605
1150,21269,70,1605
1151,21270,70,1605
1152,21271,70,1605
1153,21272,70,1605
1154,21273,70,1605
1155,21274,-1,1605
1156,21275,-1,1605
1157,21276,-1,1605
1158,21277,-1,1605
1159,21278,-1,1605
1160,21279,-1,1605
1161,21280,-1,1605
1162,21281,-1,1605
1163,21282,-1,1605
1164,21283,-1,1605
1165,21284,-1,1605
1166,21285,-1,1605
1167,21286,-1,1605
1168,21287,-1,1605
1169,21288,-1,1605
1170,21289,5,1605
1171,21290,5,1605
1172,21291,5,1605
1173,21292,5,1605
1174,21293,5,1605
1175,21294,-1,1605
1176,21295,-1,1605
1177,21296,-1,1605
1178,21297,-1,1605
1179,21298,-1,1605
1180,21299,-1,1605
1181,21300,-1,1605
1182,21301,-1,1605
1183,21302,-1,1605
1184,21303,-1,1605
1185,21304,-1,1605
1186,21305,-1,1605
1187,21306,-1,1605
1188,21307,-1,1605
1189,21308,-1,1605
1190,21309,-1,1605
1191,21310,-1,1605
1192,21311,-1,1605
1193,21312,-1,1605
1194,21313,-1,1605
1195,21314,-1,1605
1196,21315,-1,1605
1197,21316,-1,1605
1198,21317,-1,1605
1199,21318,-1,1605
1200,21319,-1,1605
1201,21320,-1,1605
1202,21321,-1,1605
1203,21322,-1,1605
1204,21323,-1,1605
1205,21324,-1,1605
1206,21325,-1,1605
1207,21326,-1,1605
1208,21327,-1,1605
1209,21328,-1,1605
1210,21329,-1,1605
1211,21330,-1,1605
1212,21331,-1,1605
1213,21332,-1,1605
1214,21333,-1,1605
1215,21334,-1,1605
1216,21335,-1,1605
1217,21336,-1,1605
1218,21337,-1,1605
1219,21338,-1,1605
1220,21339,-1,1605
1221,21340,-1,1605
1222,21341,-1,1605
1223,21342,-1,1605
1224,21343,-1,1605
1225,21344,-1,1605
1226,21345,-1,1605
1227,21346,-1,1605
1228,21347,-1,1605
1229,21348,-1,1605
1230,21349,-1,1605
1231,21498,-1,1606
1232,21499,-1,1606
1233,21500,-1,1606
1234,21501,-1,1606
1235,21502,-1,1606
1236,21503,-1,1606
1237,21504,-1,1606
1238,21505,-1,1606
1239,21506,-1,1606
1240,21507,-1,1606
1241,21508,-1,1606
1242,21509,-1,1606
1243,21510,-1,1606
1244,21511,205,1606
1245,21512,205,1606
1246,21513,205,1606
1247,21514,205,1606
1248,21515,170,1606
1249,21516,170,1606
1250,21517,170,1606
1251,21518,170,1606
1252,21519,170,1606
1253,21520,170,1606
1254,21521,170,1606
1255,21522,170,1606
1256,21523,170,1606
1257,21524,170,1606
1258,21525,170,1606
1259,21526,170,1606
1260,21527,170,1606
1261,21528,170,1606
1262,21529,170,1606
1263,21530,170,1606
1264,21531,170,1606
1265,21532,170,1606
1266,21533,170,1606
1267,21534,170,1606
1268,21535,170,1606
1269,21536,170,1606
1270,21537,70,1606
1271,21538,70,1606
1272,21539,70,1606
1273,21540,70,1606
1274,21541,70,1606
1275,21542,70,1606
1276,21543,70,1606
1277,21544,70,1606
1278,21545,70,1606
1279,21546,70,1606
1280,21547,70,1606
1281,21548,70,1606
1282,21549,70,1606
1283,21550,70,1606
1284,21551,70,1606
1285,21552,70,1606
1286,21553,70,1606
1287,21554,70,1606
1288,21555,70,1606
1289,21556,70,1606
1290,21557,70,1606
1291,21558,70,1606
1292,21559,70,1606
1293,21560,70,1606
1294,21561,50,1606
1295,21562,50,1606
1296,21563,50,1606
1297,21564,50,1606
1298,21565,50,1606
1299,21566,50,1606
1300,21567,50,1606
1301,21568,50,1606
1302,21569,50,1606
1303,21570,45,1606
1304,21571,45,1606
1305,21572,45,1606
1306,21573,45,1606
1307,21574,45,1606
1308,21575,45,1606
1309,21576,45,1606
1310,21577,45,1606
1311,21578,45,1606
1312,21579,45,1606
1313,21580,45,1606
1314,21581,45,1606
1315,21582,45,1606
1316,21583,45,1606
1317,21584,-1,1606
1318,21585,-1,1606
1319,21586,-1,1606
1320,21587,-1,1606
1321,21588,-1,1606
1322,21589,-1,1606
1323,21590,-1,1606
1324,21591,-1,1606
1325,21592,-1,1606
1326,21593,-1,1606
1327,21594,-1,1606
1328,21595,-1,1606
1329,21596,45,1606
1330,21597,45,1606
1331,21598,45,1606
