Order_ID,Participant,Type,Period_IF_Robot
315783,1,Manual,-1
315788,1,Manual,-1
315834,1,Manual,-1
315836,1,Manual,-1
315842,1,Manual,-1
315853,1,Manual,-1
315858,1,Manual,-1
314751,2,Manual,-1
314756,2,Manual,-1
314797,2,ROBOT,0
314800,2,Manual,-1
314807,2,Manual,-1
314819,2,Manual,-1
314836,2,Manual,-1
314862,2,Manual,-1
314879,2,Manual,-1
314890,2,Manual,-1
314908,2,Manual,-1
314916,2,Manual,-1
314926,2,Manual,-1
314933,2,Manual,-1
314938,2,Manual,-1
314941,2,Manual,-1
314961,2,Manual,-1
314980,2,Manual,-1
315018,2,Manual,-1
315019,2,ROBOT,2
315031,2,ROBOT,2
315048,2,Manual,-1
315056,2,ROBOT,2
315066,2,Manual,-1
315070,2,Manual,-1
315077,2,ROBOT,2
315082,2,ROBOT,2
315089,2,Manual,-1
315115,2,Manual,-1
315121,2,Manual,-1
315125,2,Manual,-1
315139,2,Manual,-1
315152,2,Manual,-1
315162,2,Manual,-1
315166,2,Manual,-1
315173,2,Manual,-1
315192,2,Manual,-1
315193,2,ROBOT,4
315195,2,Manual,-1
315196,2,Manual,-1
315207,2,ROBOT,4
315216,2,Manual,-1
315221,2,Manual,-1
315224,2,ROBOT,4
315226,2,Manual,-1
315240,2,Manual,-1
315246,2,Manual,-1
315260,2,Manual,-1
315262,2,Manual,-1
315266,2,Manual,-1
315269,2,ROBOT,5
315270,2,Manual,-1
315273,2,Manual,-1
315285,2,Manual,-1
315286,2,ROBOT,5
315297,2,Manual,-1
315299,2,Manual,-1
315302,2,Manual,-1
315305,2,Manual,-1
315306,2,Manual,-1
315312,2,Manual,-1
315315,2,Manual,-1
315328,2,Manual,-1
315332,2,Manual,-1
315334,2,Manual,-1
315338,2,Manual,-1
315341,2,Manual,-1
315347,2,Manual,-1
315352,2,Manual,-1
315360,2,Manual,-1
315368,2,Manual,-1
315378,2,Manual,-1
315384,2,ROBOT,8
315386,2,Manual,-1
315390,2,Manual,-1
315393,2,ROBOT,8
315396,2,Manual,-1
315406,2,Manual,-1
315409,2,Manual,-1
315414,2,Manual,-1
315418,2,Manual,-1
315423,2,ROBOT,8
315427,2,Manual,-1
315432,2,Manual,-1
315438,2,Manual,-1
315448,2,ROBOT,8
315449,2,Manual,-1
315452,2,Manual,-1
315457,2,ROBOT,8
315458,2,Manual,-1
315460,2,ROBOT,9
315474,2,ROBOT,9
315480,2,ROBOT,9
315500,2,Manual,-1
315508,2,Manual,-1
315512,2,Manual,-1
315540,2,ROBOT,10
315549,2,Manual,-1
315602,2,Manual,-1
315617,2,Manual,-1
315618,2,Manual,-1
315637,2,Manual,-1
315643,2,Manual,-1
315647,2,Manual,-1
315655,2,Manual,-1
315659,2,Manual,-1
315661,2,Manual,-1
315665,2,Manual,-1
315667,2,Manual,-1
315675,2,Manual,-1
315681,2,Manual,-1
315684,2,Manual,-1
315691,2,Manual,-1
315701,2,Manual,-1
315707,2,Manual,-1
315714,2,Manual,-1
315719,2,Manual,-1
315722,2,Manual,-1
315731,2,Manual,-1
315741,2,Manual,-1
315763,2,Manual,-1
315780,2,Manual,-1
315790,2,Manual,-1
315796,2,Manual,-1
315798,2,Manual,-1
315810,2,Manual,-1
315824,2,Manual,-1
315826,2,Manual,-1
315828,2,Manual,-1
315835,2,Manual,-1
315840,2,Manual,-1
314775,3,ROBOT,0
314776,3,ROBOT,0
314780,3,ROBOT,0
314784,3,ROBOT,0
314788,3,ROBOT,0
314793,3,ROBOT,0
314796,3,ROBOT,0
314809,3,Manual,-1
314817,3,Manual,-1
314818,3,Manual,-1
314831,3,Manual,-1
314848,3,ROBOT,0
314849,3,ROBOT,0
314852,3,ROBOT,0
314854,3,ROBOT,0
314856,3,ROBOT,0
314860,3,ROBOT,0
314877,3,Manual,-1
314900,3,Manual,-1
314995,3,ROBOT,1
314998,3,ROBOT,1
315001,3,ROBOT,1
315003,3,ROBOT,1
315017,3,Manual,-1
315037,3,Manual,-1
315046,3,Manual,-1
315076,3,Manual,-1
315085,3,Manual,-1
315093,3,ROBOT,3
315095,3,ROBOT,3
315105,3,Manual,-1
315127,3,Manual,-1
315138,3,Manual,-1
315159,3,Manual,-1
315177,3,Manual,-1
315186,3,Manual,-1
315197,3,Manual,-1
315201,3,Manual,-1
315237,3,Manual,-1
315250,3,Manual,-1
315254,3,Manual,-1
315303,3,Manual,-1
315316,3,Manual,-1
315321,3,Manual,-1
315340,3,Manual,-1
315387,3,Manual,-1
315401,3,Manual,-1
315463,3,Manual,-1
315498,3,Manual,-1
315552,3,Manual,-1
315569,3,Manual,-1
315572,3,Manual,-1
315577,3,Manual,-1
315597,3,Manual,-1
315685,3,Manual,-1
315699,3,Manual,-1
315770,3,ROBOT,14
315777,3,ROBOT,14
315822,3,ROBOT,14
315827,3,Manual,-1
314737,4,Manual,-1
314747,4,Manual,-1
314758,4,Manual,-1
314767,4,Manual,-1
314774,4,Manual,-1
314791,4,Manual,-1
314833,4,Manual,-1
314840,4,Manual,-1
314851,4,Manual,-1
314872,4,Manual,-1
314880,4,Manual,-1
314891,4,Manual,-1
314899,4,Manual,-1
314903,4,Manual,-1
314915,4,Manual,-1
314928,4,Manual,-1
314936,4,Manual,-1
314944,4,Manual,-1
314971,4,Manual,-1
314978,4,Manual,-1
314981,4,Manual,-1
314988,4,Manual,-1
314990,4,Manual,-1
314994,4,Manual,-1
315002,4,Manual,-1
315020,4,Manual,-1
315034,4,Manual,-1
315044,4,Manual,-1
315047,4,Manual,-1
315064,4,Manual,-1
315079,4,Manual,-1
315088,4,Manual,-1
315096,4,Manual,-1
315137,4,Manual,-1
315148,4,Manual,-1
315160,4,Manual,-1
315170,4,Manual,-1
315184,4,Manual,-1
315190,4,Manual,-1
315233,4,Manual,-1
315234,4,Manual,-1
315238,4,Manual,-1
315251,4,Manual,-1
315284,4,Manual,-1
315300,4,ROBOT,6
315301,4,ROBOT,6
315319,4,Manual,-1
315323,4,Manual,-1
315326,4,Manual,-1
315345,4,Manual,-1
315363,4,Manual,-1
315367,4,Manual,-1
315372,4,Manual,-1
315376,4,Manual,-1
315389,4,Manual,-1
315395,4,Manual,-1
315410,4,Manual,-1
315425,4,Manual,-1
315430,4,Manual,-1
315507,4,Manual,-1
315529,4,Manual,-1
315542,4,Manual,-1
315565,4,Manual,-1
315571,4,Manual,-1
315586,4,Manual,-1
315600,4,Manual,-1
315616,4,Manual,-1
315641,4,Manual,-1
315642,4,Manual,-1
315656,4,Manual,-1
315658,4,Manual,-1
315674,4,Manual,-1
315680,4,Manual,-1
315710,4,Manual,-1
315759,4,Manual,-1
315774,4,Manual,-1
315789,4,Manual,-1
315794,4,Manual,-1
315797,4,Manual,-1
315806,4,Manual,-1
315809,4,Manual,-1
315817,4,Manual,-1
315837,4,Manual,-1
314738,5,ROBOT,0
314744,5,ROBOT,0
314750,5,ROBOT,0
314757,5,ROBOT,0
314792,5,ROBOT,0
314828,5,ROBOT,0
314863,5,ROBOT,0
314867,5,ROBOT,0
314885,5,Manual,-1
314909,5,ROBOT,1
314912,5,ROBOT,1
314917,5,ROBOT,1
314922,5,ROBOT,1
314934,5,ROBOT,1
314942,5,ROBOT,1
314947,5,ROBOT,1
314950,5,ROBOT,1
314953,5,ROBOT,1
314955,5,ROBOT,1
314968,5,ROBOT,1
315014,5,ROBOT,2
315043,5,ROBOT,2
315050,5,ROBOT,2
315068,5,Manual,-1
315073,5,Manual,-1
315086,5,Manual,-1
315099,5,Manual,-1
315103,5,Manual,-1
315110,5,Manual,-1
315144,5,Manual,-1
315155,5,Manual,-1
315161,5,ROBOT,4
315180,5,Manual,-1
315203,5,Manual,-1
315223,5,Manual,-1
315235,5,ROBOT,5
315249,5,Manual,-1
315277,5,Manual,-1
315298,5,Manual,-1
315304,5,ROBOT,6
315318,5,Manual,-1
315327,5,Manual,-1
315333,5,Manual,-1
315339,5,ROBOT,7
315346,5,Manual,-1
315357,5,Manual,-1
315366,5,Manual,-1
315374,5,Manual,-1
315385,5,ROBOT,8
315402,5,Manual,-1
315421,5,Manual,-1
315424,5,Manual,-1
315428,5,Manual,-1
315431,5,Manual,-1
315433,5,Manual,-1
315436,5,Manual,-1
315453,5,Manual,-1
315462,5,ROBOT,9
315467,5,Manual,-1
315477,5,Manual,-1
315481,5,Manual,-1
315523,5,Manual,-1
315525,5,Manual,-1
315526,5,Manual,-1
315527,5,Manual,-1
315531,5,Manual,-1
315533,5,Manual,-1
315534,5,Manual,-1
315536,5,Manual,-1
315538,5,Manual,-1
315539,5,Manual,-1
315543,5,ROBOT,10
315553,5,Manual,-1
315559,5,Manual,-1
315560,5,Manual,-1
315562,5,Manual,-1
315580,5,ROBOT,10
315585,5,ROBOT,10
315593,5,Manual,-1
315595,5,Manual,-1
315596,5,Manual,-1
315603,5,Manual,-1
315605,5,Manual,-1
315607,5,Manual,-1
315610,5,Manual,-1
315622,5,Manual,-1
315638,5,Manual,-1
315644,5,Manual,-1
315649,5,Manual,-1
315663,5,Manual,-1
315673,5,Manual,-1
315683,5,Manual,-1
315687,5,Manual,-1
315693,5,Manual,-1
315716,5,Manual,-1
315742,5,Manual,-1
315762,5,Manual,-1
315778,5,Manual,-1
315784,5,Manual,-1
315791,5,Manual,-1
315800,5,Manual,-1
315808,5,Manual,-1
315820,5,Manual,-1
315839,5,Manual,-1
315849,5,Manual,-1
314739,6,ROBOT,0
314741,6,ROBOT,0
314742,6,ROBOT,0
314745,6,ROBOT,0
314748,6,ROBOT,0
314752,6,ROBOT,0
314754,6,ROBOT,0
314759,6,ROBOT,0
314765,6,ROBOT,0
314768,6,ROBOT,0
314771,6,ROBOT,0
314778,6,ROBOT,0
314781,6,ROBOT,0
314783,6,Manual,-1
314786,6,ROBOT,0
314789,6,ROBOT,0
314794,6,ROBOT,0
314801,6,ROBOT,0
314804,6,ROBOT,0
314805,6,ROBOT,0
314808,6,ROBOT,0
314829,6,Manual,-1
314869,6,Manual,-1
314883,6,ROBOT,0
314893,6,ROBOT,0
314898,6,Manual,-1
314927,6,ROBOT,1
314935,6,Manual,-1
314937,6,Manual,-1
314945,6,Manual,-1
314962,6,Manual,-1
314974,6,Manual,-1
315010,6,ROBOT,2
315011,6,Manual,-1
315042,6,Manual,-1
315058,6,ROBOT,2
315065,6,Manual,-1
315087,6,ROBOT,3
315097,6,Manual,-1
315100,6,Manual,-1
315102,6,Manual,-1
315107,6,Manual,-1
315112,6,Manual,-1
315113,6,Manual,-1
315119,6,Manual,-1
315126,6,Manual,-1
315143,6,Manual,-1
315150,6,Manual,-1
315151,6,Manual,-1
315163,6,ROBOT,4
315164,6,Manual,-1
315168,6,Manual,-1
315176,6,ROBOT,4
315187,6,Manual,-1
315191,6,Manual,-1
315242,6,Manual,-1
315253,6,Manual,-1
315258,6,Manual,-1
315267,6,Manual,-1
315276,6,Manual,-1
315290,6,Manual,-1
315317,6,Manual,-1
315351,6,Manual,-1
315354,6,Manual,-1
315361,6,Manual,-1
315364,6,Manual,-1
315365,6,Manual,-1
315371,6,Manual,-1
315377,6,Manual,-1
315415,6,Manual,-1
315420,6,Manual,-1
315437,6,Manual,-1
315497,6,ROBOT,9
315541,6,ROBOT,10
315563,6,ROBOT,10
315564,6,Manual,-1
315590,6,Manual,-1
315598,6,ROBOT,11
315664,6,Manual,-1
315689,6,Manual,-1
315708,6,Manual,-1
315726,6,Manual,-1
315799,6,Manual,-1
315804,6,Manual,-1
315805,6,Manual,-1
315819,6,Manual,-1
315848,6,Manual,-1
314762,7,Manual,-1
314799,7,Manual,-1
314826,7,Manual,-1
314847,7,Manual,-1
314873,7,Manual,-1
314902,7,Manual,-1
314904,7,Manual,-1
314924,7,Manual,-1
314930,7,Manual,-1
314964,7,Manual,-1
314973,7,Manual,-1
314986,7,Manual,-1
315009,7,ROBOT,2
315012,7,Manual,-1
315013,7,Manual,-1
315038,7,Manual,-1
315049,7,Manual,-1
315071,7,Manual,-1
315075,7,Manual,-1
315090,7,Manual,-1
315106,7,Manual,-1
315109,7,Manual,-1
315156,7,Manual,-1
315165,7,Manual,-1
315178,7,Manual,-1
315204,7,Manual,-1
315232,7,ROBOT,5
315241,7,Manual,-1
315245,7,Manual,-1
315308,7,Manual,-1
315325,7,Manual,-1
315350,7,Manual,-1
315398,7,Manual,-1
315419,7,Manual,-1
315439,7,Manual,-1
315466,7,Manual,-1
315511,7,Manual,-1
315520,7,Manual,-1
315528,7,Manual,-1
315558,7,Manual,-1
315584,7,Manual,-1
315606,7,Manual,-1
315619,7,Manual,-1
315652,7,Manual,-1
315688,7,Manual,-1
315702,7,Manual,-1
315706,7,Manual,-1
315729,7,Manual,-1
315785,7,Manual,-1
315793,7,Manual,-1
315825,7,Manual,-1
315830,7,Manual,-1
315831,7,Manual,-1
315843,7,Manual,-1
315852,7,Manual,-1
