,participant,start_time,end_time,duration,robot_side,robot_type,robot_fv,robot_submit
0,0.0,19494.0,19653.0,159.0,"BUY,SELL",MARKET_MAKER,450.0,5.0
1,0.0,19658.0,19680.0,22.0,"BUY,SELL",MARKET_MAKER,550.0,2.0
2,0.0,19685.0,19720.0,35.0,"BUY,SELL",MARKET_MAKER,550.0,0.0
3,0.0,19974.0,20247.0,273.0,"BUY,SELL",MARKET_MAKER,550.0,13.0
4,0.0,20458.0,20471.0,13.0,"BUY,SELL",MARKET_MAKER,550.0,3.0
5,0.0,20503.0,20511.0,8.0,SELL,REACTIVE,500.0,3.0
6,0.0,20617.0,20655.0,38.0,SELL,REACTIVE,425.0,1.0
7,0.0,20916.0,20994.0,78.0,SELL,REACTIVE,475.0,8.0
8,0.0,21181.0,21243.0,62.0,BUY,REACTIVE,400.0,0.0
9,0.0,21246.0,21254.0,8.0,SELL,REACTIVE,450.0,0.0
10,0.0,21579.0,21645.0,66.0,BUY,REACTIVE,375.0,11.0
11,0.0,21866.0,21880.0,14.0,BUY,REACTIVE,400.0,0.0
12,0.0,22162.0,22212.0,50.0,BUY,REACTIVE,375.0,0.0
13,0.0,22395.0,22410.0,15.0,BUY,REACTIVE,375.0,0.0
14,0.0,22651.0,22674.0,23.0,SELL,REACTIVE,500.0,9.0
15,0.0,22698.0,22740.0,42.0,SELL,REACTIVE,450.0,0.0
16,0.0,22993.0,23205.0,212.0,SELL,REACTIVE,425.0,0.0
17,0.0,23208.0,23217.0,9.0,SELL,REACTIVE,400.0,0.0
18,0.0,23233.0,23296.0,63.0,SELL,REACTIVE,375.0,0.0
19,0.0,23298.0,23317.0,19.0,SELL,REACTIVE,600.0,0.0
20,0.0,23485.0,23561.0,76.0,SELL,REACTIVE,500.0,0.0
21,0.0,23985.0,24013.0,28.0,SELL,REACTIVE,250.0,0.0
22,0.0,24018.0,24060.0,42.0,SELL,MARKET_MAKER,225.0,0.0
23,0.0,24063.0,24086.0,23.0,SELL,MARKET_MAKER,200.0,1.0
24,0.0,24089.0,24100.0,11.0,SELL,MARKET_MAKER,125.0,0.0
25,0.0,24103.0,24137.0,34.0,SELL,MARKET_MAKER,100.0,0.0
26,0.0,24140.0,24150.0,10.0,SELL,MARKET_MAKER,100.0,0.0
0,1.0,19464.0,19635.0,171.0,SELL,MARKET_MAKER,750.0,0.0
1,1.0,19988.0,19999.0,11.0,SELL,MARKET_MAKER,625.0,1.0
2,1.0,20003.0,20009.0,6.0,SELL,MARKET_MAKER,600.0,0.0
3,1.0,20018.0,20069.0,51.0,SELL,MARKET_MAKER,550.0,1.0
4,1.0,20072.0,20099.0,27.0,SELL,REACTIVE,575.0,0.0
5,1.0,20102.0,20144.0,42.0,BUY,REACTIVE,600.0,0.0
6,1.0,20466.0,20486.0,20.0,SELL,REACTIVE,575.0,3.0
