,time,bid_ask,round
0,19367,10,1673
1,19388,10,1673
2,19389,55,1673
3,19392,10,1673
4,19396,85,1673
5,19423,80,1673
6,19425,80,1673
7,19426,80,1673
8,19428,80,1673
9,19430,10,1673
10,19434,10,1673
11,19435,10,1673
12,19435,80,1673
13,19436,80,1673
14,19438,30,1673
15,19442,80,1673
16,19443,5,1673
17,19446,5,1673
18,19450,80,1673
19,19453,80,1673
20,19457,10,1673
21,19460,60,1673
22,19528,55,1673
23,19529,60,1673
24,19530,95,1673
25,19531,50,1673
26,19532,10,1673
27,19534,15,1673
28,19536,10,1673
29,19537,10,1673
30,19537,30,1673
31,19541,-1,1673
32,19544,-1,1673
33,19547,-1,1673
34,19553,-1,1673
35,19585,10,1673
36,19593,10,1673
37,19598,10,1673
38,19603,10,1673
39,19610,-1,1673
40,19616,-1,1673
41,19814,25,1674
42,19825,10,1674
43,19853,25,1674
44,19854,25,1674
45,19912,5,1674
46,19964,20,1674
47,20019,30,1674
48,20019,30,1674
49,19989,40,1674
50,19997,30,1674
51,19999,45,1674
52,20000,45,1674
53,20001,45,1674
54,20002,45,1674
55,20004,70,1674
56,20007,100,1674
57,20008,100,1674
58,20010,190,1674
59,20044,-1,1674
60,20052,185,1674
61,20311,35,1675
62,20321,30,1675
63,20351,35,1675
64,20367,-1,1675
65,20372,-1,1675
66,20375,-1,1675
67,20378,-1,1675
68,20381,-1,1675
69,20382,-1,1675
70,20386,-1,1675
71,20392,-1,1675
72,20395,-1,1675
73,20401,5,1675
74,20405,5,1675
75,20408,-1,1675
76,20411,-1,1675
77,20416,-1,1675
78,20421,5,1675
79,20424,5,1675
80,20433,10,1675
81,20446,25,1675
82,20457,-1,1675
83,20479,135,1675
84,20668,40,1676
85,20686,25,1676
86,20692,10,1676
87,20713,35,1676
88,20724,25,1676
89,20753,20,1676
90,20767,20,1676
91,20786,-1,1676
92,20791,-1,1676
93,20794,-1,1676
94,20794,-1,1676
95,20797,-1,1676
96,20799,25,1676
97,20802,25,1676
98,20807,10,1676
99,20811,25,1676
100,20829,20,1676
101,20839,25,1676
102,20842,20,1676
103,20843,30,1676
104,21092,50,1677
105,21127,15,1677
106,21157,15,1677
107,21163,15,1677
108,21186,5,1677
109,21190,-1,1677
110,21192,-1,1677
111,21193,-1,1677
112,21196,5,1677
113,21201,5,1677
114,21203,-1,1677
115,21205,-1,1677
116,21221,-1,1677
117,21223,-1,1677
118,21224,-1,1677
119,21229,-1,1677
120,21231,-1,1677
121,21426,60,1678
122,21431,60,1678
123,21436,-1,1678
124,21441,60,1678
125,21441,60,1678
126,21442,45,1678
127,21445,60,1678
128,21446,60,1678
129,21450,55,1678
130,21453,35,1678
131,21481,40,1678
132,21516,5,1678
133,21516,5,1678
134,21517,20,1678
135,21518,25,1678
136,21518,30,1678
137,21521,30,1678
138,21530,20,1678
139,21531,20,1678
140,21542,5,1678
141,21558,5,1678
142,21566,5,1678
143,21581,10,1678
144,21581,10,1678
145,21581,10,1678
146,21584,-1,1678
147,21585,-1,1678
148,21586,-1,1678
149,21759,-1,1679
150,21728,5,1679
151,21732,5,1679
152,21735,-1,1679
153,21740,5,1679
154,21746,-1,1679
155,21767,-1,1679
156,21819,-1,1679
157,21831,5,1679
158,21859,-1,1679
159,22020,-1,1680
160,22051,35,1680
161,22055,20,1680
162,22065,-1,1680
163,22072,105,1680
164,22234,15,1681
165,22237,10,1681
166,22253,5,1681
167,22267,5,1681
168,22268,5,1681
169,22269,10,1681
170,22270,5,1681
171,22270,5,1681
172,22275,5,1681
173,22279,50,1681
174,22280,50,1681
175,22281,55,1681
176,22284,-1,1681
177,22286,-1,1681
178,22295,-1,1681
179,22325,20,1681
180,22472,-1,1682
181,22483,-1,1682
182,22484,-1,1682
183,22486,-1,1682
184,22497,-1,1682
185,22501,-1,1682
186,22507,-1,1682
187,22512,-1,1682
188,22514,-1,1682
189,22544,-1,1682
190,22552,-1,1682
191,22558,10,1682
192,22567,20,1682
193,22711,-1,1683
194,22712,-1,1683
195,22712,-1,1683
196,22713,-1,1683
197,22716,-1,1683
198,22726,-1,1683
199,22736,-1,1683
200,22779,-1,1683
201,22740,-1,1683
202,22743,-1,1683
203,22745,-1,1683
204,22748,-1,1683
205,22752,35,1683
206,22754,-1,1683
207,22755,-1,1683
208,22757,-1,1683
209,22760,-1,1683
210,22761,-1,1683
211,22763,-1,1683
212,22764,-1,1683
213,22764,-1,1683
214,22765,-1,1683
215,22766,-1,1683
216,22767,-1,1683
217,22767,-1,1683
218,22768,-1,1683
219,22768,-1,1683
220,22771,40,1683
221,22775,-1,1683
222,22779,-1,1683
223,22797,35,1683
224,22938,10,1684
225,22943,10,1684
226,22952,10,1684
227,22960,10,1684
228,23003,10,1684
229,23011,10,1684
230,23013,10,1684
231,23014,10,1684
232,23170,105,1685
233,23193,70,1685
234,23194,70,1685
235,23195,70,1685
236,23204,10,1685
237,23230,5,1685
238,23235,10,1685
239,23238,10,1685
240,23244,5,1685
241,23248,15,1685
242,23248,15,1685
243,23248,15,1685
244,23249,15,1685
245,23249,15,1685
246,23249,15,1685
247,23250,40,1685
248,23250,40,1685
249,23254,55,1685
250,23255,-1,1685
251,23255,-1,1685
252,23278,5,1685
253,23319,10,1685
254,23408,-1,1686
255,23419,20,1686
256,23419,20,1686
257,23420,25,1686
258,23423,35,1686
259,23433,45,1686
260,23437,5,1686
261,23440,15,1686
262,23444,5,1686
263,23458,35,1686
264,23479,35,1686
265,23479,35,1686
266,23480,40,1686
267,23481,5,1686
268,23482,35,1686
269,23483,40,1686
270,23484,-1,1686
271,23487,-1,1686
272,23487,-1,1686
273,23492,-1,1686
274,23492,-1,1686
275,23500,-1,1686
276,23501,-1,1686
277,23504,5,1686
278,23507,-1,1686
279,23509,5,1686
280,23631,-1,1687
281,23631,-1,1687
282,23633,-1,1687
283,23634,-1,1687
284,23634,-1,1687
285,23635,-1,1687
286,23637,-1,1687
287,23638,-1,1687
288,23640,-1,1687
289,23640,-1,1687
290,23643,5,1687
291,23650,-1,1687
292,23651,-1,1687
293,23658,-1,1687
294,23658,-1,1687
295,23660,-1,1687
296,23664,-1,1687
297,23665,-1,1687
298,23666,-1,1687
299,23669,-1,1687
300,23670,-1,1687
301,23671,-1,1687
302,23671,-1,1687
303,23672,-1,1687
304,23673,-1,1687
305,23674,-1,1687
306,23677,-1,1687
307,23679,-1,1687
308,23680,-1,1687
309,23681,-1,1687
310,23682,-1,1687
311,23685,-1,1687
312,23688,-1,1687
313,23690,-1,1687
314,23697,245,1687
315,23700,245,1687
316,23700,245,1687
317,23701,245,1687
318,23702,-1,1687
319,23703,230,1687
320,23725,-1,1687
321,23726,-1,1687
322,23726,-1,1687
323,23727,-1,1687
324,23728,-1,1687
325,23731,-1,1687
326,23734,-1,1687
327,23736,-1,1687
